,Brand,Description,Reviews,Discount,Category,Rating,Links
0,Vaamsi,Crepe Printed Kurti(VPK1762_Green_Free Size),"3,957",Save ₹720 (72%),Kurtas,3.7569133010589164,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
1,OM SAI LATEST CREATION,Designer Slub Rayon Fully Stitched Anarkali Kurti for Women & Girls on Jeans Palazzo or Skirt (Plus Size Upto 2XL),"4,066","Save ₹1,620 (81%)",Kurtas,4.863797459607432,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
2,1 Stop Fashion,Women's Crepe Digital Print Straight Kurta,127,0,Kurtas,4.374030568581455,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
3,Generic,Women's Cotton A-Line Kurta,"2,396",Save ₹719 (65%),Kurtas,3.425022344004744,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
4,Amayra,Women's Cotton Printed Straight Kurti (White),76,0,Kurtas,4.520929344625908,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
5,SIRIL,Women's Rayon Foil Printed Kurta,"1,249","Save ₹1,844 (84%)",Kurtas,4.725292620974353,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
6,Vaamsi,Crepe Printed Kurti(VPK1797_Red_XXL),659,Save ₹720 (72%),Kurtas,4.323796266616316,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
7,GoSriKi,Women's Crepe Regular Kurta,"4,764","Save ₹3,620 (91%)",Kurtas,4.62762566680673,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
8,Amazon Brand - Myx,Women's Cotton Regular Short Kurti,"2,810",Save ₹323 (54%),Kurtas,4.589219640455024,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
9,Vaamsi,Crepe Digital Printed Kurti(VPK1529_White_Free Size),"13,293",Save ₹720 (72%),Kurtas,4.681522149368562,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
10,Vaamsi,Crepe Digital Printed Kurti(VPK1583_Yellow_L),"3,290",Save ₹720 (72%),Kurtas,3.3464691635803456,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
11,Amazon Brand - Myx,Women's Cotton Regular Kurti,"2,097",Save ₹237 (40%),Kurtas,4.353364295547413,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
12,Vaamsi,Crepe Printed Kurti(VPK1797_Red_4XL),349,Save ₹720 (72%),Kurtas,3.125494740139649,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
13,Vaamsi,Crepe Printed Kurti(VPK1797_Red_XL),822,Save ₹720 (72%),Kurtas,4.586312954961357,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
14,Vaamsi,Crepe Printed Kurti(VPK1773_Beige_Free Size),"1,416",Save ₹720 (72%),Kurtas,3.892458734168187,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
15,1 Stop Fashion,Women's Crepe Kurta,24,0,Kurtas,4.553027587313864,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
16,Vaamsi,Women's A-Line Kurta,"11,496",Save ₹720 (72%),Kurtas,4.783037267641818,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
17,1 Stop Fashion,Women's Multi-Coloured Crep Knee Long W Style Kurtas/Kurti (Pack of 2),4,0,Kurtas,3.4228340363943444,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
18,Vaamsi,Crepe Printed Kurti(VPK1767_Blue_Free Size),"1,590",Save ₹720 (72%),Kurtas,4.925986676009934,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
19,GoSriKi,Women's Multicolor Printed Straight Kurta Pack of 02,"3,853","Save ₹3,620 (91%)",Kurtas,3.752846217921684,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
20,1 Stop Fashion,Women's Crepe Regular Kurta,13,0,Kurtas,4.436339571421774,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
21,ZIYAA,Women's Crepe Straight Kurta,"4,894",Save ₹728 (66%),Kurtas,3.0351880810932625,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
22,Kanika Fashion,"Women's Cotton Jaipuri Printed Trending Sleeveless Anarkali Kurta (Black and White , 2XL )",275,0,Kurtas,4.308322119761982,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
23,DHRUVI TRENDZ,Slub Rayon Fully Stitched A-line Foil Print Kurti for Women & Girls on Jeans to Regular Short Kurti,844,"Save ₹1,620 (81%)",Kurtas,4.925611680209494,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
24,Vaamsi,Crepe Printed Kurti(VPK1779_Pink_Free Size),"2,149",Save ₹720 (72%),Kurtas,4.427866000714253,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
25,Vaamsi,Crepe Digital Printed Kurti(VPK1603A_Orange_M),"1,014",Save ₹720 (72%),Kurtas,3.385307899010887,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
26,Vaamsi,Crepe Printed Kurti(VPK1760_Yellow_Free Size),"1,196",Save ₹720 (72%),Kurtas,4.627737928720569,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
27,Shiv Textiles,Rayon Fabric Printed Round Neck Short Kurtis for Women Top Dresses Kurti for Girls & Ladies Kurtis,55,"Save ₹1,000 (71%)",Kurtas,3.3222254297617697,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
28,Amazon Brand - Myx,Women's Regular Short Kurti,"1,247",Save ₹470 (59%),Kurtas,4.0217798482795315,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
29,Serein,Women's Crepe Regular Kurta,"1,900","Save ₹1,626 (81%)",Kurtas,4.396434987998113,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
30,Amayra,Women's Rayon Printed Straight Kurti (Yellow),21,0,Kurtas,4.965331133821596,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
31,OM SAI LATEST CREATION,Slub-Rayon Three-Fourth Sleeve Printed A-Line Kurti for Women,"1,068","Save ₹1,670 (84%)",Kurtas,3.890754426099785,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
32,Amazon Brand - Myx,Women's Cotton Straight Short Kurti,"1,425",Save ₹310 (52%),Kurtas,4.166602294192561,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
33,Vaamsi,Crepe Digital Printed Kurti(VPK1583_Yellow_M),"3,260",Save ₹720 (72%),Kurtas,4.883783379506979,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
34,Vaamsi,Crepe Printed Kurti(VPK1797_Red_L),879,Save ₹720 (72%),Kurtas,4.451889726898225,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
35,Vaamsi,Crepe Printed Kurti(VPK1797_Red_3XL),375,Save ₹720 (72%),Kurtas,3.735100611243883,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
36,Amazon Brand - Myx,Women's Polyester Straight Kurti (AW17NIT297A_White_Large),178,0,Kurtas,3.2465323445009444,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
37,OM SAI LATEST CREATION,SlubRayon Short Sleeve Sleeve Printed Anarkli Kurti For Women,616,"Save ₹1,600 (80%)",Kurtas,3.7671805143649815,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
38,New Generation Fashion Hub,Women's Cotton A-Line Kurti with Shrug,"1,752","Save ₹1,600 (80%)",Kurtas,3.3507532962453768,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
39,Vaamsi,Women's Cotton Printed Kurta (VCK1549_Multicolour),62,"Save ₹1,101 (73%)",Kurtas,3.488150347817251,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
40,Pop Mantra,Women's Crepe Kurta,19,0,Kurtas,4.476419439709732,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
41,Vaamsi,Crepe Digital Printed Kurti(VPK1722_Black_Free Size),954,Save ₹720 (72%),Kurtas,3.4810767460523273,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
42,Serein,Women's Polyester Regular Fashion Vest,272,"Save ₹1,626 (81%)",Kurtas,4.527697402747414,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
43,OM SAI LATEST CREATION,Designer Slub Cotton Fully Stitched Anarklai Kurti for Women & Girls on Jeans Palazzo or Skirt (Plus Size Upto 2XL)-(Grey),335,"Save ₹1,620 (81%)",Kurtas,3.5761139509873505,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
44,Vaamsi,Crepe Digital Printed Kurti(VPK1583_Yellow_S),"2,618",Save ₹720 (72%),Kurtas,3.7591839650704246,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
45,Vaamsi,Crepe Printed Kurti(VPK1797_Red_M),750,Save ₹720 (72%),Kurtas,4.236509253588177,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
46,Amazon Brand - Myx,Women's Cotton Regular Short Kurti,"2,010",Save ₹358 (51%),Kurtas,3.753594449880534,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
47,Vaamsi,Crepe Printed Kurti(VPK1764_Black_Free Size),"1,540",Save ₹720 (72%),Kurtas,4.875016458030107,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
48,Amayra,Women's Cotton Printed Straight Kurti with Palazzos Set,"7,494",Save ₹720 (72%),Salwar-Suit,3.6513719932079667,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
49,Rajnandini,Women's Grey Chanderi Silk Embroidered Semi-Stitched Salwar Suit Material With Printed Dupatta (Free Size),546,"Save ₹1,620 (81%)",Salwar-Suit,4.537739082101491,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
50,Ayukta,Women's Straight Salwar Suit Set,346,0,Salwar-Suit,3.247964694284265,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
51,Ayukta,Women's Cotton Salwar Suit Set,688,Save ₹719 (65%),Salwar-Suit,4.060097393615969,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
52,Sanganeri Kurti,Womens Cotton Embroidred Kurta With Printed Pant Set (Pink),"6,030",0,Salwar-Suit,4.693192806559555,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
53,GoSriKi,Women's Cotton Kurta with Palazzo & Dupatta,15,"Save ₹1,844 (84%)",Salwar-Suit,4.648531146974485,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
54,Rajnandini,Women's Blue Cotton Printed Salwar Suit (Ready To Wear_X-Large/XX-Large),107,Save ₹720 (72%),Salwar-Suit,4.295694474997813,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
55,rytras,Women's Rayon Straight Kurti with Palazzos and Dupatta Set,25,"Save ₹3,620 (91%)",Salwar-Suit,3.90774667681597,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
56,Jaipur Kurti,Women's Cotton Angrakha Salwar Suit Set,403,Save ₹323 (54%),Salwar-Suit,4.764878796888798,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
57,Amayra,Women's Rayon Solid Anarkali Salwar Suit(TCK078_Green),"1,759",Save ₹720 (72%),Salwar-Suit,3.0332726406201216,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
58,Khushal K,Women's Rayon Salwar Suit Set,536,Save ₹720 (72%),Salwar-Suit,4.809395208878505,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
59,GoSriKi,Women's Ruby Cotton Printed Straight Kurta with Palazzos & Dupatta,"1,135",Save ₹237 (40%),Salwar-Suit,3.3362220026603655,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
60,Amayra,Women's Cotton Anarkali Kurti,"9,030",Save ₹720 (72%),Salwar-Suit,4.54715020151307,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
61,Janasya,Women's Black Poly Crepe Crop Top With Palazzo And Shrug,"1,115",Save ₹720 (72%),Salwar-Suit,3.471531677462913,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
62,Rajnandini,Women's Magenta Cotton Printed Salwar Suit (Ready To Wear_X-Large To XX-Large),15,Save ₹720 (72%),Salwar-Suit,3.571687846180219,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
63,BIBA,Women's Cotton Straight Suit-Dress Set,29,0,Salwar-Suit,4.70917105265832,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
64,ANNI DESIGNER,Women's Pure Cotton Straight Kurta with Palazzo & Dupatta (Monika Green),"3,957",Save ₹720 (72%),Salwar-Suit,4.232543677768398,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
65,Khushal K,Women's Rayon Solid Kurta With Palazzo Set,"4,066",0,Salwar-Suit,4.889992593380132,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
66,Pinkcity Shades,Women's Silk Formal Dress,127,Save ₹720 (72%),Salwar-Suit,3.6380073664883064,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
67,Gerua,Women's Straight Salwar Suit Set,"2,396","Save ₹3,620 (91%)",Salwar-Suit,3.4430557069147003,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
68,MEERA FAB,Women's Printed Kurta & Palazzo Sets,76,0,Salwar-Suit,4.58244457379295,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
69,G for Girl,Women's Cotton Kurta Palazzo Pant Set,"1,249",Save ₹728 (66%),Salwar-Suit,3.450363545619399,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
70,Marlin,Women Cotton Salwar Suit Set,659,0,Salwar-Suit,4.160421960035795,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
71,Khushal K,Women's Cotton Kurta with Palazzo Set,"4,764","Save ₹1,620 (81%)",Salwar-Suit,4.941524450443539,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
72,ZIYAA,Women's Crepe Salwar Suit Set,"2,810",Save ₹720 (72%),Salwar-Suit,3.107185828103371,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
73,MEERA FAB,Women's Printed Kurta & Palazzo Set,"13,293",Save ₹720 (72%),Salwar-Suit,3.5977612211398196,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
74,GULMOHAR JAIPUR,Women Kurta and Palazzo Set (Yellow),"3,290",Save ₹720 (72%),Salwar-Suit,4.198076777731207,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
75,Your Style,"JAIPUR Women's Indigo Block Printed A-Line cotton kurta,3/4 Sleeve, Calf Length, Casual wear,Readymade Salwar Suit-Indigo-Gold-XL","2,097","Save ₹1,000 (71%)",Salwar-Suit,3.829570645014974,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
76,RATAN,Women’s Cotton Readymade Salwar Suit Set. Printed Kurti Palazzo Dupatta Set Latest,349,Save ₹470 (59%),Salwar-Suit,3.0459960252467537,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
77,Generic,Women�s Rayon Printed Kurti Shrug with Palazzo Pant Set for Women's||Women's Black top & Pink Palazzo || Women Crop Tops Style Kurti with Pant Palazzo||Summer Dress by Aarav Collection,822,"Save ₹1,626 (81%)",Salwar-Suit,3.1786308938016257,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
78,INDO ERA,Women's Pure Cotton Solid Straight Kurta Palazzo With Dupatta Set(KKKKK2277),"1,416",0,Salwar-Suit,4.124026288652981,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
79,NYPA,Women's Cotton Salwar Suit,24,"Save ₹1,670 (84%)",Salwar-Suit,4.32094009126976,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
80,Rajnandini,Women's Black Chanderi Silk Embroidered Semi-Stitched Salwar Suit Material,"11,496",Save ₹310 (52%),Salwar-Suit,3.8642404439227267,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
81,Narsinhenterprises,Women's Rayon Readymade Salwar Suit,4,Save ₹720 (72%),Salwar-Suit,4.877795117363522,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
82,ZIYAA,Women's Synthetic Straight Kurta With Pant Set,"1,590",Save ₹720 (72%),Salwar-Suit,3.227008395828289,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
83,Arayna,Women's Rayon Kurta Palazzo Set,"3,853",Save ₹720 (72%),Salwar-Suit,4.617138757504449,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
84,Jaipur Kurti,Women's Rayon straight Salwar Suit Set (Pack of 2) (JKPLZ4092-S_Wine_Small),13,0,Salwar-Suit,4.067961390969854,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
85,ZIYAA,Women's Crepe Salwar Suit Set,"4,894","Save ₹1,600 (80%)",Salwar-Suit,4.257284546741659,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
86,ZIYAA,Women's Blue color Khadi Straight Poly Silk Kurta and Pant Set(ZIKUPS3112ANDPA),275,"Save ₹1,600 (80%)",Salwar-Suit,3.2600312418897954,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
87,Amayra,Women's Cotton Readymade Salwar Suit,844,"Save ₹1,101 (73%)",Salwar-Suit,4.219018162136319,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
88,Gerua,Women's Rayon Salwar Suit Set,"2,149",0,Salwar-Suit,4.403262987174628,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
89,BIBA,Women's Carrot Fitted Suit Pants,"1,014",Save ₹720 (72%),Salwar-Suit,4.729724515661444,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
90,BIBA,Women's Chudidar Bottom,"1,196","Save ₹1,626 (81%)",Salwar-Suit,3.409807735575609,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
91,RATAN,Women's Rayon Kurta with Palazzo Salwar Suit Set Latest,55,"Save ₹1,620 (81%)",Salwar-Suit,4.572035479778257,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
92,Rajnandini,Women's,"1,247",Save ₹720 (72%),Salwar-Suit,4.383907901162697,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
93,Rajnandini,Blue Printed Cotton Patiyala Style Ready to Wear Salwar Suit for Women(Size - M To XXL),"1,900",Save ₹720 (72%),Salwar-Suit,3.2032211202530805,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
94,global desi,Women's Cotton Salwar Suit Set,21,Save ₹358 (51%),Salwar-Suit,3.4170452692286055,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
95,ANNI DESIGNER,Women's Pure Cotton Straight Kurta with Palazzo & Dupatta (ANUBHA Black),"1,068",Save ₹720 (72%),Salwar-Suit,3.9624287874543396,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
96,Vaamsi,Crepe Printed Kurti(VPK1762_Green_Free Size),"1,425",Save ₹720 (72%),Sarees,3.614589719244532,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
97,OM SAI LATEST CREATION,Designer Slub Rayon Fully Stitched Anarkali Kurti for Women & Girls on Jeans Palazzo or Skirt (Plus Size Upto 2XL),"3,260","Save ₹1,620 (81%)",Sarees,4.020913863209888,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
98,1 Stop Fashion,Women's Crepe Digital Print Straight Kurta,879,0,Sarees,3.028360840067104,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
99,Generic,Women's Cotton A-Line Kurta,375,Save ₹719 (65%),Sarees,4.629569711823908,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
100,Amayra,Women's Cotton Printed Straight Kurti (White),178,0,Sarees,4.525262645596737,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
101,SIRIL,Women's Rayon Foil Printed Kurta,616,"Save ₹1,844 (84%)",Sarees,3.6854558522558722,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
102,Vaamsi,Crepe Printed Kurti(VPK1797_Red_XXL),"1,752",Save ₹720 (72%),Sarees,3.359832357595005,https://m.media-amazon.com/images/I/61nzBEqRhwL._AC_UL320_.jpg
