gender,category,image,brand,description,price,discount,url,rating,reviews
F,ethnic-bottomwear,,Vishudh,Women Striped Palazzos,Rs. 429,(Rs. 570 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-maroon--off-white-striped-straight-palazzos/12980346/buy,,
F,ethnic-bottomwear,,anayna,Women Pure Cotton Printed Maxi Skirt,Rs. 899,(Rs. 1100 OFF),https://www.myntra.com/skirts/anayna/anayna-women-black--beige-printed-flared-maxi-skirt/11227214/buy,4.1,474 Verified Buyers
F,ethnic-bottomwear,,Juniper,Women Flared Printed Palazzos,Rs. 849,(Rs. 850 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-off-white--golden-printed-flared-palazzos/10614672/buy,4.3,328 Verified Buyers
F,ethnic-bottomwear,,Go Colors,Women Skinny Fit Shimmer Leggings,,0,https://www.myntra.com/leggings/go-colors/go-colors-women-gold-toned-solid-skinny-fit-shimmer-ankle-length-leggings/4891838/buy,4.4,637 Verified Buyers
F,ethnic-bottomwear,,Melange by Lifestyle,Women Solid Ankle-Length Leggings,Rs. 449,(10% OFF),https://www.myntra.com/leggings/melange-by-lifestyle/melange-by-lifestyle-women-black-solid-ankle-length-leggings/13757694/buy,4.4,672 Verified Buyers
F,ethnic-bottomwear,,Go Colors,Women Ankle-Length Shimmer Leggings,,0,https://www.myntra.com/leggings/go-colors/go-colors-women-gold-toned-solid-ankle-length-leggings/8756591/buy,4.7,135 Verified Buyers
F,ethnic-bottomwear,,Vishudh,Women Straight Striped Palazzos,Rs. 429,(Rs. 570 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-grey--yellow-coloured-straight-striped-palazzos/13081836/buy,4.4,224 Verified Buyers
F,ethnic-bottomwear,,Libas,Women Wide Leg Hem Design Palazzos,Rs. 699,(Rs. 700 OFF),https://www.myntra.com/palazzos/libas/libas-women-white-hem-design-wide-leg-palazzos/13751880/buy,4.2,409 Verified Buyers
F,ethnic-bottomwear,,Juniper,Straight Solid Palazzos,Rs. 786,(25% OFF),https://www.myntra.com/palazzos/juniper/juniper-women-off-white-solid-straight-palazzos/11478398/buy,4.4,132 Verified Buyers
F,ethnic-bottomwear,,AURELIA,Women Solid Palazzos,Rs. 549,(45% OFF),https://www.myntra.com/palazzos/aurelia/aurelia-women-silver-solid-knitted-palazzos/13454092/buy,4.2,613 Verified Buyers
F,ethnic-bottomwear,,W,Women Straight Hem Design Palazzos,Rs. 1139,(Rs. 760 OFF),https://www.myntra.com/palazzos/w/w-women-black-hem-design-straight-palazzos/13646360/buy,4.5,44 Verified Buyers
F,ethnic-bottomwear,,Go Colors,Women Churidar Length Leggings,,0,https://www.myntra.com/leggings/go-colors/go-colors-women-white-solid-churidar-length-leggings/163298/buy,4.4,39 Verified Buyers
F,ethnic-bottomwear,,Go Colors,Women Ankle-Length Leggings,,0,https://www.myntra.com/leggings/go-colors/go-colors-women-white-solid-ankle-length-leggings/2703311/buy,4.5,377 Verified Buyers
F,ethnic-bottomwear,,GRACIT,Women Pack Of 2 Palazzos,Rs. 825,(68% OFF),https://www.myntra.com/palazzos/gracit/gracit-women-pack-of-2-red--pink-leaves-printed-flared-palazzos/15517774/buy,4.5,1.4k Verified Buyers
F,ethnic-bottomwear,,Saffron Threads,Women Regular Fit Regular Trousers,Rs. 779,(Rs. 520 OFF),https://www.myntra.com/trousers/saffron-threads/saffron-threads-women-cream-coloured-original-regular-fit-solid-regular-trousers/12862086/buy,,
F,ethnic-bottomwear,,Libas,Women Wide Leg Printed Palazzos,Rs. 539,(40% OFF),https://www.myntra.com/palazzos/libas/libas-women-cream-coloured-printed-wide-leg-palazzos/14091186/buy,4.1,139 Verified Buyers
F,ethnic-bottomwear,,Juniper,Women Solid Flared Palazzos,Rs. 747,(Rs. 952 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-black-solid-flared-palazzos/13434642/buy,4.1,11 Verified Buyers
F,ethnic-bottomwear,,Go Colors,Women Skinny Fit Shimmer Leggings,,0,https://www.myntra.com/leggings/go-colors/go-colors-women-gold-toned-solid-skinny-fit-shimmer-ankle-length-leggings/4891836/buy,4.4,97 Verified Buyers
F,ethnic-bottomwear,,Vishudh,Women Regular Fit Regular Trousers,Rs. 359,(Rs. 540 OFF),https://www.myntra.com/trousers/vishudh/vishudh-women-pink--yellow-regular-fit-checked-regular-trousers/13474556/buy,4.6,104 Verified Buyers
F,ethnic-bottomwear,,W,Women Wide Leg Striped Palazzos,Rs. 949,(Rs. 950 OFF),https://www.myntra.com/palazzos/w/w-women-pink--golden-striped-cropped-wide-leg-palazzos/10206773/buy,3.8,230 Verified Buyers
F,ethnic-bottomwear,,Libas,Women Wide Leg Solid Palazzos,Rs. 699,(Rs. 700 OFF),https://www.myntra.com/palazzos/libas/libas-women-black-solid-wide-leg-palazzos/14091180/buy,4.4,241 Verified Buyers
F,ethnic-bottomwear,,TAG 7,Women Ankle-Length Leggings,Rs. 543,(Rs. 1156 OFF),https://www.myntra.com/leggings/tag-7/tag-7-women-off-white-solid-ankle-length-leggings/12035566/buy,,
F,ethnic-bottomwear,,Vishudh,Women Regular Fit Regular Trousers,Rs. 404,(55% OFF),https://www.myntra.com/trousers/vishudh/vishudh-women-navy-blue--off-white-regular-fit-striped-regular-trousers/12822674/buy,4,392 Verified Buyers
F,ethnic-bottomwear,,Go Colors,Women Skinny Fit Shimmer Leggings,,0,https://www.myntra.com/leggings/go-colors/go-colors-women-silver-toned-solid-skinny-fit-shimmer-ankle-length-leggings/4891840/buy,3.7,394 Verified Buyers
F,ethnic-bottomwear,,TAG 7,Women Pack Of 2 Solid Ankle-Length Straight-Fit Leggings,Rs. 959,(Rs. 2040 OFF),https://www.myntra.com/leggings/tag-7/tag-7-women-pack-of-2-solid-ankle-length-straight-fit-leggings/12335860/buy,4.5,743 Verified Buyers
F,ethnic-bottomwear,,INDYA,Women Printed Flared Maxi Skirt,Rs. 2560,(Rs. 640 OFF),https://www.myntra.com/skirts/indya/indya-women-green--white-printed-flared-maxi-skirt/15973378/buy,4.1,1.2k Verified Buyers
F,ethnic-bottomwear,,Shae by SASSAFRAS,Women Tapered Fit Regular Trousers,Rs. 549,(Rs. 550 OFF),https://www.myntra.com/trousers/shae-by-sassafras/shae-by-sassafras-women-olive-green-tapered-fit-solid-regular-trousers/11349750/buy,,
F,ethnic-bottomwear,,Juniper,Women Straight Palazzos,Rs. 629,(Rs. 1170 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-black-hem-design-straight-leg-palazzos/10614644/buy,3.7,1.3k Verified Buyers
F,ethnic-bottomwear,,Clora Creation,Women Pack Of 2 Solid Palazzos,Rs. 983,(Rs. 1416 OFF),https://www.myntra.com/palazzos/clora-creation/clora-creation-women-pack-of-2-solid-wide-leg-palazzos/12859128/buy,4.3,267 Verified Buyers
F,ethnic-bottomwear,,HERE&NOW,Women Printed Maxi Skirt,,0,https://www.myntra.com/skirts/herenow/herenow-coffee-brown--beige-ethnic-print-maxi-tiered-skirt/4448001/buy,4.1,277 Verified Buyers
F,ethnic-bottomwear,,Laado - Pamper Yourself,Women Solid Afghan Salwar,Rs. 699,(Rs. 1366 OFF),https://www.myntra.com/salwar/laado---pamper-yourself/laado---pamper-yourself-women-white-solid-pure-cotton-cropped-afghan-salwar/13424734/buy,3.9,1.2k Verified Buyers
F,ethnic-bottomwear,,TAG 7,Women Pack Of 2 Solid Palazzos,Rs. 841,(Rs. 1709 OFF),https://www.myntra.com/palazzos/tag-7/tag-7-women-pack-of-2-black--beige-solid-flared-palazzos/11169338/buy,4.3,398 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/24/68a17f9b-555b-4529-9ec9-8d4c558566021614157933586-1.jpg",TAG 7,Women Pack Of 2 Solid Palazzos,Rs. 841,(Rs. 1709 OFF),,4.1,1.9k Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13454150/2021/10/7/d9ea9f26-5ea7-4f5a-8e60-8dcbea1b527f1633583447858-Pink-Printed-Skirt-961633583447186-1.jpg",Libas,Women Solid,Rs. 699,(Rs. 700 OFF),https://www.myntra.com/palazzos/libas/libas-women-black-solid/13751874/buy,,
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11452604/2020/3/3/1707c08f-faa9-40c7-851e-dca0c3eaa4221583228103500-Women-Peach---Cotton-Wide-Leg-Palazzo-9421583228101518-1.jpg",AURELIA,Women Striped Maxi Skirt,Rs. 1749,(50% OFF),https://www.myntra.com/skirts/aurelia/aurelia-women-pink--golden-striped-maxi-flared-skirt/13454150/buy,4.3,116 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11893114/2020/6/1/ba1f3086-e11c-4c45-a1be-bf81beea376d1590991583029JuniperMaroonRayonPrintedFlaredPalazzo1.jpg",Nayo,Women Wide Leg Printed Palazzos,Rs. 714,(Rs. 585 OFF),https://www.myntra.com/palazzos/nayo/nayo-women-peach-coloured--green-printed-wide-leg-palazzos/11452604/buy,4.6,8 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12163934/2020/8/21/0857b52e-b239-4fe7-b689-97d0bc3ba33d1598002458759-Sangria-Women-Navy-Blue--White-Printed-Wide-Leg-Palazzos-771-1.jpg",Juniper,Women Flared Printed Palazzos,Rs. 781,(Rs. 918 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-maroon--gold-coloured-printed-flared-palazzos/11893114/buy,4.3,234 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10216989/2019/8/13/641b61ee-77d8-4b4f-886b-a198b54fd2b61565682823186-Moda-Rapido-Women-Skirts-8601565682822001-2.jpg",Sangria,Women Wide Leg Printed Palazzos,Rs. 659,(40% OFF),https://www.myntra.com/palazzos/sangria/sangria-women-navy-blue--white-printed-wide-leg-palazzos/12163934/buy,4.4,729 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/24/94bf217f-0ab2-4ac7-b0e5-3b29c93837ec1614161293211-1.jpg",Moda Rapido,Women Pure CottonFlared Skirt,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/skirts/moda-rapido/moda-rapido-women-navy-blue--white-printed-pure-cotton-maxi-flared-skirt/10216989/buy,4.2,704 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/5/24/6b99ab79-f1a8-4347-8f75-3085c4dfd1671558686596258-1.jpg",Libas,Women Wide Leg Hem Design Palazzos,Rs. 699,(Rs. 700 OFF),https://www.myntra.com/palazzos/libas/libas-women-white-hem-design-wide-leg-palazzos/13751880/buy,4.2,602 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10614676/2019/9/21/5c998a50-45bc-48a8-9ccf-6d15189695431569068464691-Juniper-Off-white-Rayon-Solid-Wide-Leg-Palazzo-6831569068463-1.jpg",Clora Creation,Women Straight Embroidered Palazzos,Rs. 699,(30% OFF),https://www.myntra.com/palazzos/clora-creation/clora-creation-women-white-embroidered-straight-palazzos/9791977/buy,4.4,132 Verified Buyers
F,skirts-palazzos,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/27/97df7e85-dc14-497b-b5ec-d4a459d8416e1577398773321-1.jpg",Juniper,Women Straight Palazzos,Rs. 593,(Rs. 1206 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-off-white-hem-design-straight-leg-palazzos/10614676/buy,4.1,702 Verified Buyers
F,skirts-palazzos,,TAG 7,Women Straight Solid Palazzos,Rs. 479,(Rs. 1020 OFF),https://www.myntra.com/palazzos/tag-7/tag-7-women-white-solid-straight-palazzos/11235000/buy,4.1,195 Verified Buyers
F,skirts-palazzos,,Melange by Lifestyle,Women Straight Self Design Palazzos,Rs. 809,(10% OFF),https://www.myntra.com/palazzos/melange-by-lifestyle/melange-by-lifestyle-women-white-straight-self-design-palazzos/6819356/buy,4,1.9k Verified Buyers
F,skirts-palazzos,,Vishudh,Women Striped Palazzos,Rs. 429,(Rs. 570 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-maroon--off-white-striped-straight-palazzos/12980346/buy,4.3,692 Verified Buyers
F,skirts-palazzos,,anayna,Women Pure Cotton Printed Maxi Skirt,Rs. 899,(Rs. 1100 OFF),https://www.myntra.com/skirts/anayna/anayna-women-black--beige-printed-flared-maxi-skirt/11227214/buy,4.1,474 Verified Buyers
F,skirts-palazzos,,Juniper,Women Flared Printed Palazzos,Rs. 849,(Rs. 850 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-off-white--golden-printed-flared-palazzos/10614672/buy,4.3,328 Verified Buyers
F,skirts-palazzos,,Vishudh,Women Straight Striped Palazzos,Rs. 429,(Rs. 570 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-grey--yellow-coloured-straight-striped-palazzos/13081836/buy,4.4,637 Verified Buyers
F,skirts-palazzos,,Juniper,Straight Solid Palazzos,Rs. 786,(25% OFF),https://www.myntra.com/palazzos/juniper/juniper-women-off-white-solid-straight-palazzos/11478398/buy,4.2,409 Verified Buyers
F,skirts-palazzos,,De Moza,Women Foil Print Flared Skirt,Rs. 1469,(30% OFF),https://www.myntra.com/skirts/de-moza/de-moza-women-off-white--gold-foil-print-flared-skirt/14993950/buy,4.2,613 Verified Buyers
F,skirts-palazzos,,Libas,Women Wide Leg Hem Design Palazzos,Rs. 499,(50% OFF),https://www.myntra.com/palazzos/libas/libas-women-green--white-hem-design-wide-leg-palazzos/14091224/buy,,
F,skirts-palazzos,,AURELIA,Women Solid Palazzos,Rs. 549,(45% OFF),https://www.myntra.com/palazzos/aurelia/aurelia-women-silver-solid-knitted-palazzos/13454092/buy,,
F,skirts-palazzos,,GRACIT,Women Pack Of 2 Palazzos,Rs. 825,(68% OFF),https://www.myntra.com/palazzos/gracit/gracit-women-pack-of-2-red--pink-leaves-printed-flared-palazzos/15517774/buy,4.5,44 Verified Buyers
F,skirts-palazzos,,W,Women Straight Hem Design Palazzos,Rs. 1139,(Rs. 760 OFF),https://www.myntra.com/palazzos/w/w-women-black-hem-design-straight-palazzos/13646360/buy,,
F,skirts-palazzos,,Libas,Women Wide Leg Printed Palazzos,Rs. 539,(40% OFF),https://www.myntra.com/palazzos/libas/libas-women-cream-coloured-printed-wide-leg-palazzos/14091186/buy,4.4,39 Verified Buyers
F,skirts-palazzos,,Juniper,Women Solid Flared Palazzos,Rs. 747,(Rs. 952 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-black-solid-flared-palazzos/13434642/buy,4.1,11 Verified Buyers
F,skirts-palazzos,,Vishudh,Women Checked Wide Leg Palazzos,Rs. 399,(Rs. 600 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-off-white--black-checked-wide-leg-palazzos/13243426/buy,4.4,97 Verified Buyers
F,skirts-palazzos,,W,Women Wide Leg Striped Palazzos,Rs. 949,(Rs. 950 OFF),https://www.myntra.com/palazzos/w/w-women-pink--golden-striped-cropped-wide-leg-palazzos/10206773/buy,4.1,84 Verified Buyers
F,skirts-palazzos,,Libas,Women Wide Leg Solid Palazzos,Rs. 699,(Rs. 700 OFF),https://www.myntra.com/palazzos/libas/libas-women-black-solid-wide-leg-palazzos/14091180/buy,4.4,241 Verified Buyers
F,skirts-palazzos,,Libas,Women Solid,Rs. 699,(Rs. 700 OFF),https://www.myntra.com/palazzos/libas/libas-women-white-solid/13751878/buy,,
F,skirts-palazzos,,INDYA,Women Printed Flared Maxi Skirt,Rs. 2560,(Rs. 640 OFF),https://www.myntra.com/skirts/indya/indya-women-green--white-printed-flared-maxi-skirt/15973378/buy,4,90 Verified Buyers
F,skirts-palazzos,,De Moza,Women Hem-Design Wide Leg Palazzos,Rs. 1104,(Rs. 595 OFF),https://www.myntra.com/palazzos/de-moza/de-moza-women-peach-coloured-hem-design-wide-leg-palazzos/13320900/buy,,
F,skirts-palazzos,,Juniper,Women Straight Palazzos,Rs. 629,(Rs. 1170 OFF),https://www.myntra.com/palazzos/juniper/juniper-women-black-hem-design-straight-leg-palazzos/10614644/buy,4,5 Verified Buyers
F,skirts-palazzos,,Varanga,Women Ankle Length Pants,Rs. 601,(Rs. 798 OFF),https://www.myntra.com/palazzos/varanga/varanga-white-ankle-length-pants/2192091/buy,4.3,267 Verified Buyers
F,skirts-palazzos,,HERE&NOW,Women Printed Maxi Skirt,,0,https://www.myntra.com/skirts/herenow/herenow-coffee-brown--beige-ethnic-print-maxi-tiered-skirt/4448001/buy,4.1,627 Verified Buyers
F,skirts-palazzos,,TAG 7,Women Pack Of 2 Solid Palazzos,Rs. 841,(Rs. 1709 OFF),https://www.myntra.com/palazzos/tag-7/tag-7-women-pack-of-2-black--beige-solid-flared-palazzos/11169338/buy,3.9,1.2k Verified Buyers
F,skirts-palazzos,,Varanga,Women Flared Maxi Dress,Rs. 857,(Rs. 1342 OFF),https://www.myntra.com/skirts/varanga/varanga-women-magenta--yellow-printed-flared-maxi-dress/10653762/buy,4,391 Verified Buyers
F,skirts-palazzos,,De Moza,Women Straight Self Design Palazzos,Rs. 849,(Rs. 850 OFF),https://www.myntra.com/palazzos/de-moza/de-moza-women-beige-self-design-straight-palazzos/11943002/buy,4,372 Verified Buyers
F,skirts-palazzos,,max,Women Brown Flared Maxi Skirt,,0,https://www.myntra.com/skirts/max/max-women-brown--gold-coloured-flared-maxi-skirt/15586462/buy,4.2,5 Verified Buyers
F,skirts-palazzos,,Shae by SASSAFRAS,Women Pure Cotton Maxi Tiered Skirt,Rs. 809,(Rs. 990 OFF),https://www.myntra.com/skirts/shae-by-sassafras/shae-by-sassafras-women-blue--white-maxi-tiered-skirt/11349938/buy,,
F,skirts-palazzos,,W,Women Solid Flared Maxi Skirt,,0,https://www.myntra.com/skirts/w/w-women-off-white-solid-embellished-flared-maxi-skirt/14519062/buy,4.4,144 Verified Buyers
F,skirts-palazzos,,Vishudh,Women Straight Checked Palazzos,Rs. 379,(Rs. 620 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-white--black-checked-straight-palazzos/12980332/buy,,
F,skirts-palazzos,,TULIP 21,Women Flared Palazzos,Rs. 989,(Rs. 810 OFF),https://www.myntra.com/palazzos/tulip-21/tulip-21-women-red-flared-curly-hem-design-ethnic-palazzos/15328976/buy,3.7,227 Verified Buyers
F,skirts-palazzos,,De Moza,Women Solid Embroidered Scalloped Hem Wide Leg Palazzos,Rs. 1104,(35% OFF),https://www.myntra.com/palazzos/de-moza/de-moza-women-black-solid-embroidered-scalloped-hem-wide-leg-palazzos/13320906/buy,4.3,18 Verified Buyers
F,skirts-palazzos,,Miaz Lifestyle,Women White Palazzos,Rs. 629,(Rs. 770 OFF),https://www.myntra.com/palazzos/miaz-lifestyle/miaz-lifestyle-women-white-ethnic-motifs-embroidered-palazzos/15140588/buy,,
F,skirts-palazzos,,Vishudh,Women Straight Printed Palazzos,Rs. 341,(Rs. 558 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-grey--off-white-printed-straight-palazzos/12822762/buy,4.3,63 Verified Buyers
F,skirts-palazzos,,Clora Creation,Woven-Design Flared Maxi Skirt,Rs. 1274,(25% OFF),https://www.myntra.com/skirts/clora-creation/clora-creation-women-navy-blue--gold-colour-woven-design-flared-maxi-skirt/12663954/buy,4,355 Verified Buyers
F,skirts-palazzos,,W,Women Flared Maxi Skirt,Rs. 1999,(Rs. 2000 OFF),https://www.myntra.com/skirts/w/w-women-gold-coloured-paisley-printed-flared-maxi-skirt/14518464/buy,4.6,51 Verified Buyers
F,skirts-palazzos,,GRACIT,Set of 2 White & Pink Palazzos,Rs. 794,(Rs. 1944 OFF),https://www.myntra.com/palazzos/gracit/gracit-women-set-of-2-white--pink-printed-rayon-palazzos/15517742/buy,5,9 Verified Buyers
F,skirts-palazzos,,De Moza,Woven Design Ethnic Maxi Skirt,Rs. 1539,(Rs. 660 OFF),https://www.myntra.com/skirts/de-moza/de-moza-off-white--gold-woven-design-ethnic-maxi-skirt/14993948/buy,,
F,skirts-palazzos,,Clora Creation,Women Printed Flared Maxi Skirt,Rs. 974,(Rs. 525 OFF),https://www.myntra.com/skirts/clora-creation/clora-creation-women-black--gold-colour-printed-flared-maxi-skirt/12663976/buy,3.8,5 Verified Buyers
F,skirts-palazzos,,Vishudh,Women Checked Straight Palazzo,Rs. 379,(Rs. 620 OFF),https://www.myntra.com/palazzos/vishudh/vishudh-women-pink--yellow-checked-straight-palazzo/13474564/buy,4.3,51 Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9140095/2019/4/1/23d28a6a-92d6-40bb-885d-1c888973d2c11554102654554-Mitera-Pink-Silk-Blned--Woven-Design-Party-wear-Banarasi-Sar-1.jpg",Saree mall,Poly Georgette Saree,Rs. 1529,(Rs. 2970 OFF),,4.5,220 Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14975358/2021/7/29/9e1484a0-92f8-4871-9b98-fc9f389406691627570339977KALINIWomenBlackPrinted1.jpg",Mitera,Woven Design Banarasi Saree,Rs. 1889,(Rs. 3510 OFF),https://www.myntra.com/sarees/mitera/mitera-pink-woven-design-banarasi-saree/9140095/buy,,
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11510258/2020/3/11/55b31058-6f7e-4c0f-b280-fca799c0c77c1583907999610-White--Pink-Floral-Digital-Print-Design-Oraganza-Saree-With--1.jpg",KALINI,Ethnic Motifs Saree,Rs. 599,(Rs. 1398 OFF),https://www.myntra.com/sarees/kalini/kalini-black--green-ethnic-motifs-fusion-saree/14975358/buy,4.2,2.7k Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14984838/2021/8/25/9b630a7a-0ad7-4690-b29b-81e7b6fd7c3f1629868896515-Saree-Mall-Wine-Georgette-Ethnic-Solid-Party-Wear-Saree-with-1.jpg",Tikhi Imli,Printed Organza Saree,Rs. 1091,(Rs. 1507 OFF),https://www.myntra.com/sarees/tikhi-imli/tikhi-imli-white--pink-organza-printed-saree/11510258/buy,4,334 Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15435750/2021/9/11/62fe10ac-9cf1-4352-9324-26509b2c6dae1631368380373Sarees1.jpg",Saree mall,Poly Georgette Saree,Rs. 1529,(Rs. 2970 OFF),https://www.myntra.com/sarees/saree-mall/saree-mall-burgundy-poly-georgette-party-wear-saree-with-matching-blouse/14984838/buy,4.1,3k Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/28/cd191469-0b3b-470c-8365-20cc4c37556d1574893593957-1.jpg",Suta,Embellished Saree,Rs. 4200,(Rs. 2262 OFF),https://www.myntra.com/sarees/suta/suta-black--silver-toned-embellished-mirror-work-saree/15435750/buy,4.4,138 Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12564560/2020/10/11/982b4a0a-96f7-4871-8fce-1f2b83c350261602402688515SareemallSeaGreenPolyChiffonSolidEthnicPartywearSareewithMat1.jpg",Mitera,Woven Design Kanjeevaram Saree,Rs. 1499,(Rs. 4500 OFF),https://www.myntra.com/sarees/mitera/mitera-navy-blue--gold-coloured-silk-blend-woven-design-kanjeevaram-saree/11076740/buy,,
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/7/9/33612da4-17cc-490e-b90e-c356cad1342a1625835039054-3.jpg",Saree mall,Quirky Print Saree,Rs. 599,(Rs. 1400 OFF),https://www.myntra.com/sarees/saree-mall/saree-mall-blue--golden-quirky-print-saree/12564560/buy,4.1,3.9k Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/11/35643372-9a6a-45b5-a18a-af056a97b6e51565465392383-1.jpg",KALINI,Leheriya Kota Saree,Rs. 587,(Rs. 1512 OFF),https://www.myntra.com/sarees/kalini/kalini-green--orange-leheriya-jaali-fusion-kota-saree/14798398/buy,3.8,3.4k Verified Buyers
F,saree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15710176/2021/10/1/3c44c1b3-142c-4027-b903-4785979ef4081633094741954Sarees1.jpg",Mitera,Woven Design Banarasi Saree,Rs. 1287,(Rs. 3312 OFF),https://www.myntra.com/sarees/mitera/mitera-magenta-silk-blend-woven-design-banarasi-saree/10430798/buy,3.9,699 Verified Buyers
F,saree,,Fabindia,Woven Design Maheshwari Silk Cotton Saree,,0,https://www.myntra.com/sarees/fabindia/fabindia-beige--silver-toned-woven-design-silk-cotton-maheshwari-saree/15710176/buy,4.1,7.8k Verified Buyers
F,saree,,Saree mall,Striped Poly Georgette Saree,Rs. 1359,(Rs. 2640 OFF),https://www.myntra.com/sarees/saree-mall/saree-mall-burgundy-striped-poly-georgette-party-wear-saree-with-matching-blouse/14984816/buy,,
F,saree,,Florence,Printed Saree,Rs. 548,(Rs. 1944 OFF),https://www.myntra.com/sarees/florence/florence-grey--gold-toned-art-silk-printed-saree/11241722/buy,4.5,93 Verified Buyers
F,saree,,Mitera,Embellished Saree,Rs. 1247,(Rs. 3552 OFF),https://www.myntra.com/sarees/mitera/mitera-black-embellished-sequinned-saree/14636570/buy,3.7,2.2k Verified Buyers
F,saree,,Anouk,Floral Printed Saree,Rs. 1479,(Rs. 2220 OFF),https://www.myntra.com/sarees/anouk/anouk-sea-green--yellow-pure-georgette-floral-printed-saree/13903168/buy,3.7,265 Verified Buyers
F,saree,,KALINI,Printed Leheriya Saree,Rs. 755,(Rs. 1944 OFF),https://www.myntra.com/sarees/kalini/kalini-pink--white-printed-zari-leheriya-saree/15429520/buy,3.8,594 Verified Buyers
F,saree,,Mitera,Striped Chettinad Saree,Rs. 1247,(Rs. 3552 OFF),https://www.myntra.com/sarees/mitera/mitera-burgundy-striped-chettinad-saree/14636540/buy,4.4,8 Verified Buyers
F,saree,,Tikhi Imli,Printed Saree,Rs. 949,(Rs. 1549 OFF),https://www.myntra.com/sarees/tikhi-imli/tikhi-imli-black--red-poly-georgette-printed-saree/10483960/buy,4.5,516 Verified Buyers
F,saree,,Saree mall,Embellished Saree,Rs. 734,(Rs. 1365 OFF),https://www.myntra.com/sarees/saree-mall/saree-mall-yellow-embellished-saree/7999519/buy,4.1,1.1k Verified Buyers
F,saree,,House of Pataudi,Ethnic Motifs Saree,Rs. 1749,(Rs. 750 OFF),https://www.myntra.com/sarees/house-of-pataudi/house-of-pataudi-pink--gold-toned-ethnic-motifs-zari-saree/14995530/buy,4,2.3k Verified Buyers
F,saree,,Mitera,Embellished Saree,Rs. 1247,(Rs. 3552 OFF),https://www.myntra.com/sarees/mitera/mitera-green--white-embellished-sequinned-saree/14636550/buy,4.3,32 Verified Buyers
F,saree,,KALINI,Woven Design Kota Saree,Rs. 650,(Rs. 1950 OFF),https://www.myntra.com/sarees/kalini/kalini-pink--green-woven-design-phulkari-kota-saree/15861076/buy,3.6,324 Verified Buyers
