gender,category,image,brand,description,price,discount,url,rating,reviews
F,dupatta-shawl,,Taavi,Hand Block Print Dupatta,Rs. 899,(Rs. 900 OFF),https://www.myntra.com/dupatta/taavi/taavi-black--off-white-chuna-patri-hand-block-print-pure-cotton-dupatta/14135356/buy,4.4,33 Verified Buyers
F,dupatta-shawl,,Biba,Woven Design Dupatta,Rs. 749,(Rs. 750 OFF),https://www.myntra.com/dupatta/biba/biba-off-white-woven-design-dupatta/12643596/buy,4.7,31 Verified Buyers
F,dupatta-shawl,,Juniper,Foil Printed Dupatta,Rs. 899,(Rs. 600 OFF),https://www.myntra.com/dupatta/juniper/juniper-navy-blue--gold-toned-velvet-foil-printed-dupatta/11893116/buy,4.1,48 Verified Buyers
F,dupatta-shawl,,Pashtush,Women Woven Detail Shawl,Rs. 1949,(25% OFF),https://www.myntra.com/shawl/pashtush/pashutsh-women-navy-blue-woven-design-detail-designer-shawl/13958298/buy,4.1,233 Verified Buyers
F,dupatta-shawl,,Indo Era,Floral Pashmina Silk Shawl,Rs. 809,(Rs. 990 OFF),https://www.myntra.com/shawl/indo-era/indo-era-black--grey-floral-woven-design-pashmina-silk-shawl/12418870/buy,,
F,dupatta-shawl,,studio rasa,Sequinned Dupatta,Rs. 599,(40% OFF),https://www.myntra.com/dupatta/studio-rasa/studio-rasa-white-sequinned-dupatta/11122238/buy,3.6,59 Verified Buyers
F,dupatta-shawl,,mokshi,Striped Dupatta,Rs. 559,(Rs. 840 OFF),https://www.myntra.com/dupatta/mokshi/mokshi-yellow--pink-striped-pure-cotton-dupatta/15238856/buy,4,29 Verified Buyers
F,dupatta-shawl,,Clora Creation,Striped Dupatta,Rs. 899,(25% OFF),https://www.myntra.com/dupatta/clora-creation/clora-creation-off-white-striped-dupatta/12496778/buy,4,5 Verified Buyers
F,dupatta-shawl,,Taavi,Block Print Legacy Pure Cotton Dupatta,Rs. 549,(Rs. 550 OFF),https://www.myntra.com/dupatta/taavi/taavi-women-white-block-print-legacy-pure-cotton-dupatta/7538231/buy,4.6,70 Verified Buyers
F,dupatta-shawl,,Vishudh,Solid Dupatta,Rs. 171,(57% OFF),https://www.myntra.com/dupatta/vishudh/vishudh-grey-solid-dupatta/12979896/buy,4.5,369 Verified Buyers
F,dupatta-shawl,,Dupatta Bazaar,Dupatta,Rs. 407,(32% OFF),https://www.myntra.com/dupatta/dupatta-bazaar/dupatta-bazaar-beige-dupatta/1314884/buy,4.1,136 Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/10/ab18020a-418f-490d-8c62-5e1aeea980691604954791223-1.jpg",Roadster,Women Solid Padded Jacket,Rs. 999,(Rs. 1000 OFF),,4.3,2.1k Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12737940/2020/10/20/0504647b-206a-4037-97f3-5b6c9189b69b1603166030236-SASSAFRAS-Women-Jackets-1451603166028586-1.jpg",Quechua By Decathlon,Solid Sporty Jacket,Rs. 1000,(23% OFF),https://www.myntra.com/jackets/quechua-by-decathlon/quechua-by-decathlon-women-blue-solid-windcheater-and-water-resistant-sporty-jacket/12942006/buy,4.3,2.1k Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9887977/2019/12/10/e469e68d-f37f-459d-bb45-b136acef4d391575963259778-Chemistry-Edition-Women-Jackets-641575963257009-4.jpg",SASSAFRAS,Solid Faux Fur Tailored Jacket,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/jackets/sassafras/sassafras-women-grey-melange-solid-faux-fur-tailored-jacket/12737940/buy,4.4,375 Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5392201/2018/9/14/8d5213d0-1474-4949-b1fb-ad41d2aa010c1536917807375-Roadster-Women-Black-Solid-Quilted-Jacket-551536917806406-1.jpg",Chemistry Edition,Women Solid Parka Jacket,Rs. 2199,(Rs. 3300 OFF),https://www.myntra.com/jackets/chemistry-edition/chemistry-edition-women-black-solid-parka-jacket/9887977/buy,4.2,1.2k Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/12/7/665bc6e9-200d-4384-929f-464f1139bda01607325453951-1.jpg",Roadster,Women Solid Quilted Jacket,Rs. 719,(Rs. 1080 OFF),https://www.myntra.com/jackets/roadster/roadster-women-black-solid-quilted-jacket/5392201/buy,4.3,476 Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15847566/2021/10/19/acc0ca57-83ee-4741-8ae9-eb286b3aad5f1634605695597GANTWomenGreenLonglinePaddedJacket1.jpg",Tokyo Talkies,Solid Padded Jacket,Rs. 1519,(Rs. 2280 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-pink-solid-padded-jacket/13178062/buy,4.4,725 Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10604552/2019/9/12/fd347043-b506-4fc8-9997-ae6f939c73081568291650944-SASSAFRAS-Women-Jackets-8211568291648962-1.jpg",GANT,Padded Jacket,,0,https://www.myntra.com/jackets/gant/gant-women-green-padded-jacket/15847566/buy,4.3,152 Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14873054/2021/10/22/0e2149f9-070e-4556-be28-7c24d807f19f1634880212199-Levis-Women-Jackets-9821634880211535-1.jpg",SASSAFRAS,Women Solid Denim Jacket,Rs. 759,(Rs. 1140 OFF),https://www.myntra.com/jackets/sassafras/sassafras-women-blue-solid-denim-jacket/10604552/buy,,
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11953088/2020/10/16/bb133566-c42b-4511-a4f6-04e01493a1751602847375259-HRX-by-Hrithik-Roshan-Women-Jackets-5591602847372658-1.jpg",Levis,Solid Hooded Puffer Jacket,Rs. 3219,(Rs. 1380 OFF),https://www.myntra.com/jackets/levis/levis-women-navy-blue-solid-hooded-puffer-jacket/14873054/buy,4.1,7.2k Verified Buyers
F,jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12279416/2020/10/23/81c941d5-3bd0-48fa-835a-632353235fc51603434085601-Roadster-Women-Jackets-4691603434083309-1.jpg",HRX by Hrithik Roshan,Rapid-Dry Training Jacket,Rs. 959,(Rs. 1440 OFF),https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-medieval-blue-solid-rapid-dry-antimicrobial-training-jacket/11953088/buy,3.4,5 Verified Buyers
F,jackets,,Roadster,Washed Denim Trucker Jacket,Rs. 959,(Rs. 640 OFF),https://www.myntra.com/jackets/roadster/roadster-women-blue-washed-cropped-denim-trucker-jacket/12279416/buy,4.2,157 Verified Buyers
F,jackets,,Tokyo Talkies,Solid Padded Jacket,Rs. 1329,(Rs. 2470 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-grey-solid-padded-jacket/13178050/buy,4.5,254 Verified Buyers
F,jackets,,Foreign Culture By Fort Collins,Solid Parka Jacket,Rs. 862,(Rs. 1293 OFF),https://www.myntra.com/jackets/foreign-culture-by-fort-collins/foreign-culture-by-fort-collins-women-grey-solid-parka-jacket/14457884/buy,4.5,117 Verified Buyers
F,jackets,,Roadster,Washed Denim Trucker Jacket,Rs. 959,(Rs. 640 OFF),https://www.myntra.com/jackets/roadster/roadster-women-blue-washed-denim-trucker-jacket/12279352/buy,4.5,35 Verified Buyers
F,jackets,,HRX by Hrithik Roshan,Women Solid Sporty Jacket,Rs. 989,(Rs. 1210 OFF),https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-blue-solid-sporty-jacket/4923958/buy,4.5,322 Verified Buyers
F,jackets,,Quechua By Decathlon,Solid Sporty Jacket,Rs. 1000,(9% OFF),https://www.myntra.com/jackets/quechua-by-decathlon/quechua-by-decathlon-women-black-solid-insulator-sporty-jacket/12941986/buy,4.2,647 Verified Buyers
F,jackets,,Roadster,Women Solid Parka Jacket,Rs. 1799,(Rs. 2200 OFF),https://www.myntra.com/jackets/roadster/roadster-women-black-solid-parka-jacket/5829010/buy,4.2,227 Verified Buyers
F,jackets,,Tokyo Talkies,Solid Padded Jacket,Rs. 1329,(Rs. 2470 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-blue-solid-padded-jacket/13023324/buy,4.4,461 Verified Buyers
F,jackets,,Calvin Klein Jeans,Tailored Jacket,Rs. 7999,(20% OFF),https://www.myntra.com/jackets/calvin-klein-jeans/calvin-klein-jeans-women-yellow-tailored-jacket/14779674/buy,4.4,133 Verified Buyers
F,jackets,,HRX by Hrithik Roshan,Running Rapid-Dry Jacket,Rs. 1399,(Rs. 1400 OFF),https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-jet-black-solid-rapid-dry-antimicrobial-running-jacket/11953316/buy,,
F,jackets,,Tokyo Talkies,Solid Denim Jacket,Rs. 1777,(Rs. 2172 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-blue-solid-denim-jacket/14062994/buy,4.3,156 Verified Buyers
F,jackets,,Roadster,Women Solid Padded Jacket,Rs. 899,(Rs. 900 OFF),https://www.myntra.com/jackets/roadster/roadster-women-teal-solid-padded-jacket/5392189/buy,4.5,52 Verified Buyers
F,jackets,,HRX by Hrithik Roshan,Women Solid Puffer Jacket,Rs. 2024,(Rs. 2475 OFF),https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-solid-puffer-jacket/1926681/buy,4.4,1k Verified Buyers
F,jackets,,Tokyo Talkies,Solid Puffer Jacket,Rs. 1642,(Rs. 2007 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-burgundy-solid-puffer-jacket/13015614/buy,4.3,328 Verified Buyers
F,jackets,,Calvin Klein Jeans,Washed Colourblocked Denim Jacket,Rs. 8999,(Rs. 3000 OFF),https://www.myntra.com/jackets/calvin-klein-jeans/calvin-klein-jeans-women-blue-washed-colourblocked-denim-jacket/14779688/buy,4.2,66 Verified Buyers
F,jackets,,Foreign Culture By Fort Collins,Jacket with Detachable Hood,Rs. 1230,(Rs. 1505 OFF),https://www.myntra.com/jackets/foreign-culture-by-fort-collins/foreign-culture-by-fort-collins-women-maroon-parka-jacket-with-detachable-hood/14457776/buy,,
F,jackets,,Roadster,Solid Padded Jacket,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/jackets/roadster/roadster-women-red-solid-padded-jacket/5492287/buy,4.7,25 Verified Buyers
F,jackets,,Bossini,Women Solid Tailored Jacket,Rs. 1529,(10% OFF),https://www.myntra.com/jackets/bossini/bossini-women-beige-solid-lightweight-tailored-jacket-/15799988/buy,4.2,1.3k Verified Buyers
F,jackets,,STREET 9,Women Solid Bomber,Rs. 879,(Rs. 720 OFF),https://www.myntra.com/jackets/street-9/street-9-women-black-solid-satin-bomber-jacket/7772504/buy,,
F,jackets,,Tokyo Talkies,Women Solid Puffer Jacket,Rs. 1599,(Rs. 1600 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-olive-green-solid-puffer-jacket/10829288/buy,4.1,898 Verified Buyers
F,jackets,,Campus Sutra,Women Solid Puffer Jacket,Rs. 1160,(Rs. 1539 OFF),https://www.myntra.com/jackets/campus-sutra/campus-sutra-women-camel-brown-solid-puffer-jacket/10614474/buy,4.4,159 Verified Buyers
F,jackets,,Roadster,Women Solid Reversible Parka,Rs. 2474,(Rs. 2025 OFF),https://www.myntra.com/jackets/roadster/roadster-women-black-solid-reversible-parka/5614962/buy,3.9,2.2k Verified Buyers
F,jackets,,Foreign Culture By Fort Collins,Hooded Parka Jacket,Rs. 1030,(Rs. 1545 OFF),https://www.myntra.com/jackets/foreign-culture-by-fort-collins/foreign-culture-by-fort-collins-women-blue-hooded-parka-jacket/14457966/buy,4.3,476 Verified Buyers
F,jackets,,Roadster,Women Solid Padded Jacket,Rs. 1664,(Rs. 2035 OFF),https://www.myntra.com/jackets/roadster/roadster-women-burgundy-solid-padded-jacket/5388211/buy,4.5,34 Verified Buyers
F,jackets,,FORCLAZ By Decathlon,TREK 50 W Insulated Jacket,Rs. 1195,(8% OFF),https://www.myntra.com/jackets/forclaz-by-decathlon/forclaz-by-decathlon-women-navy-blue-insulator-outdoor-padded-trek-50-w-insulated-jacket/14467850/buy,4.2,971 Verified Buyers
F,jackets,,Tokyo Talkies,Solid Puffer Jacket,Rs. 1439,(Rs. 2160 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-sea-green-solid-puffer-jacket/12973100/buy,4.6,91 Verified Buyers
F,jackets,,Popnetic,Solid Pure Cotton Crop Jacket,Rs. 699,(Rs. 1300 OFF),https://www.myntra.com/jackets/popnetic/popnetic-women-black-solid-pure-cotton-crop-jacket/13287918/buy,4.3,148 Verified Buyers
F,jackets,,Foreign Culture By Fort Collins,Lightweight Padded Jacket,Rs. 1251,(Rs. 1529 OFF),https://www.myntra.com/jackets/foreign-culture-by-fort-collins/foreign-culture-by-fort-collins-women-blue-lightweight-padded-jacket/14457920/buy,4.3,544 Verified Buyers
F,jackets,,Roadster,Women Solid Puffer Jacket,Rs. 799,(Rs. 1200 OFF),https://www.myntra.com/jackets/roadster/roadster-women-black-solid-puffer-jacket/5392142/buy,4.2,29 Verified Buyers
F,jackets,,Roadster,Washed Cropped Denim Jacket,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/jackets/roadster/roadster-women-navy-blue-washed-cropped-denim-jacket/12279368/buy,4.2,509 Verified Buyers
F,jackets,,Campus Sutra,Solid Quilted Jacket,Rs. 1418,(Rs. 1881 OFF),https://www.myntra.com/jackets/campus-sutra/campus-sutra-women-peach-coloured-solid-windcheater-quilted-jacket/12121838/buy,4.3,135 Verified Buyers
F,jackets,,Tokyo Talkies,Solid Padded Jacket,Rs. 1439,(Rs. 2160 OFF),https://www.myntra.com/jackets/tokyo-talkies/tokyo-talkies-women-burgundy-solid-padded-jacket/13100554/buy,4,729 Verified Buyers
F,jackets,,SASSAFRAS,Women Solid Tailored Jacket,Rs. 764,(Rs. 935 OFF),https://www.myntra.com/jackets/sassafras/sassafras-women-maroon-solid-tailored-jacket/2280956/buy,4.1,73 Verified Buyers
F,jackets,,Roadster,Women Solid Parka Jacket,Rs. 1799,(Rs. 2200 OFF),https://www.myntra.com/jackets/roadster/roadster-women-maroon-solid-parka-jacket/5829004/buy,4.2,2.2k Verified Buyers
F,jackets,,Roadster,Women Solid Padded Jacket,Rs. 1199,(Rs. 1800 OFF),https://www.myntra.com/jackets/roadster/roadster-women-red-solid-padded-jacket/1845133/buy,4.4,322 Verified Buyers
F,jackets,,Foreign Culture By Fort Collins,Lightweight Padded Jacket,Rs. 1176,(Rs. 1439 OFF),https://www.myntra.com/jackets/foreign-culture-by-fort-collins/foreign-culture-by-fort-collins-women-pink-lightweight-padded-jacket/14457892/buy,4.2,385 Verified Buyers
F,jackets,,Hangup,Printed Tailored Jacket,,0,https://www.myntra.com/jackets/hangup/hangup-women-cream-coloured-printed-tailored-jacket/12692600/buy,4.5,13 Verified Buyers
F,jackets,,Roadster,Women Solid Puffer Jacket,Rs. 1079,(Rs. 1620 OFF),https://www.myntra.com/jackets/roadster/roadster-women-pink-solid-puffer-jacket/1875245/buy,4.2,2.1k Verified Buyers
F,jackets,,Chemistry,Self Design Tailored Jacket,Rs. 2649,(Rs. 2650 OFF),https://www.myntra.com/jackets/chemistry/chemistry-women-black-self-design-hooded-tailored-jacket/11775610/buy,4.2,370 Verified Buyers
F,jackets,,Roadster,Women Hooded Parka Jacket,Rs. 1599,(Rs. 2400 OFF),https://www.myntra.com/jackets/roadster/roadster-women-navy-blue-hooded-parka-jacket/5453222/buy,4.6,106 Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13719160/2021/3/5/b04a5dc0-9beb-4490-ae2c-f0f9654ded1c1614925067822-Athena-Fuchsia-Pink-dress-with-Power-shoulderS--Tulip-Bottom-1.jpg",Deewa,Ethnic Printed Maxi Dress,Rs. 742,(Rs. 907 OFF),,4.2,4k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10607436/2019/11/7/77e1b62b-c34c-4cff-a68e-f3de1c1a886a1573108038526-SASSAFRAS-Women-Black-Solid-Trench-Dress-6681573108036504-1.jpg",Athena,Power Shoulders Tulip Hem Wrap Dress,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/dresses/athena/athena-charming-fuchsia-pink-power-shoulders-tulip-hem-wrap-dress/13719160/buy,,
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12595594/2020/10/15/b6e22b58-3450-468f-afeb-3218b6ce7acb1602737925709SareemallNavyBluePolyChiffonSolidEthnicPartywearSareewithMat1.jpg",SASSAFRAS,Blazer Dress,Rs. 1059,(Rs. 940 OFF),https://www.myntra.com/dresses/sassafras/sassafras-black-blazer-dress/10607436/buy,4.6,2.9k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10856160/2019/11/5/f0172470-408a-4b8b-a1e5-045bd98a5f8b1572938035104-SASSAFRAS-Women-Dresses-9581572938032856-1.jpg",Antheaa,Floral Print Fit & Flare Dress,,0,https://www.myntra.com/dresses/antheaa/antheaa-women-black--rust-orange-floral-print-tiered-midi-fit--flare-dress-with-ruffles/12595594/buy,4.4,3.5k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12133332/2020/7/29/37e7ca57-71b2-44eb-a1bd-70f2a4d7c7521596018924513KSUTfuchsiaabstractprintedflaredfulllengthplacketkurtawithro1.jpg",SASSAFRAS,Women Printed Wrap Dress,Rs. 1127,(Rs. 1272 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-black--pink-printed-wrap-dress/10856160/buy,4.4,3k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15785956/2021/10/9/f7b6336f-9fd8-45f2-a22c-f6cc66f025a81633765635248JustWowMaroonNetMaxiDress1.jpg",Libas,Printed Maxi Dress with Mask,Rs. 934,(Rs. 765 OFF),https://www.myntra.com/dresses/libas/libas-women-green--off-white-printed-maxi-dress-with-cotton-printed-mask/12133332/buy,4.4,12.2k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10308617/2019/7/29/bd8f2ff9-186b-4983-b9b6-88654f2d13661564380201384-SASSAFRAS-Women-Blue-A-Line-Dress-9861564380199640-1.jpg",Just Wow,Net Maxi Dress,Rs. 1699,(Rs. 1699 OFF),https://www.myntra.com/dresses/just-wow/just-wow-maroon-net-maxi-dress/15785956/buy,4.4,2.6k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/3/d696c0aa-1607-453d-88a3-549edf0ccb2c1575325176261-1.jpg",SASSAFRAS,Sea Wash Pleated Midi Dress,Rs. 859,(Rs. 1140 OFF),https://www.myntra.com/dresses/sassafras/sassafras-sea-wash-peterpan-collar-pleated-dress/10308617/buy,,
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12290204/2020/8/31/4bf7c88f-ec4a-4161-b0e8-b497850431c21598864725022-20Dresses-Dressed-To-Frill-Floral-Dress-for-Women-6931598864-1.jpg",Berrylush,Persian Red Cocktail Dress,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/dresses/berrylush/berrylush-drop-dead-gorgeous-cocktail-dress/11109402/buy,4.4,11.1k Verified Buyers
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10308591/2019/7/29/1b9df8fd-214e-4e8c-a0b6-759a9167e1e61564379559418-SASSAFRAS-Women-Black-A-Line-Dress-291564379558115-1.jpg",20Dresses,Floral Print Fit & Flare Dress,Rs. 1326,(Rs. 569 OFF),https://www.myntra.com/dresses/20dresses/20dresses-women-dusty-pink--blue-floral-printed-fit-and-flare-dress/12290204/buy,4.5,4.8k Verified Buyers
F,dresses,,SASSAFRAS,Accordion Pleats Empire Dress,Rs. 767,(Rs. 832 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-black-solid-accordion-pleats-empire-dress/10308591/buy,4.7,275 Verified Buyers
F,dresses,,Tokyo Talkies,Floral Flared Belted Dress,Rs. 899,(Rs. 1350 OFF),https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-black-floral-print-flared-maxi-dress-with-a-belt/2299060/buy,4.1,6.3k Verified Buyers
F,dresses,,SASSAFRAS,Women Solid Tiered Maxi Dress,Rs. 1033,(Rs. 1166 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-maroon-solid-tiered-maxi-dress/11364418/buy,4.1,8.2k Verified Buyers
F,dresses,,RARE,Women Printed Fit and Flare Dress,Rs. 859,(Rs. 1140 OFF),https://www.myntra.com/dresses/rare/rare-women-black-printed-fit-and-flare-dress/5803872/buy,4.4,8.8k Verified Buyers
F,dresses,,Veni Vidi Vici,Ruched Bodycon Dress,Rs. 945,(Rs. 945 OFF),https://www.myntra.com/dresses/veni-vidi-vici/veni-vidi-vici-black-ruched-bodycon-dress/10054821/buy,3.9,5.1k Verified Buyers
F,dresses,,SASSAFRAS,Accordion Pleated A-Line Dress,Rs. 845,(Rs. 954 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-green-solid-accordion-pleated-a-line-dress/11364126/buy,4.3,3.6k Verified Buyers
F,dresses,,plusS,Women Printed Maxi Dress,Rs. 689,(Rs. 1610 OFF),https://www.myntra.com/dresses/pluss/pluss-women-black-printed-maxi-dress/9295347/buy,4.5,6.8k Verified Buyers
F,dresses,,Ishin,Cotton Striped A-Line Dress,Rs. 2336,(Rs. 1913 OFF),https://www.myntra.com/dresses/ishin/ishin-women-off-white-pure-cotton-striped-a-line-dress/13956576/buy,4.2,2.3k Verified Buyers
F,dresses,,Athena,Puff Sleeves Wrap Dress,Rs. 1099,(Rs. 900 OFF),https://www.myntra.com/dresses/athena/athena-calm-mauve-puff-sleeves-wrap-dress/13719124/buy,4.2,125 Verified Buyers
F,dresses,,Chemistry Edition,Self-Design Sweater Dress,Rs. 1124,(Rs. 1375 OFF),https://www.myntra.com/dresses/chemistry-edition/chemistry-edition-women-navy-blue-self-design-sweater-dress/9888075/buy,4.5,1.6k Verified Buyers
F,dresses,,SASSAFRAS,Women Accordian Pleats Dress,Rs. 767,(Rs. 832 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-black-solid-accordian-pleats-a-line-dress/10308611/buy,4.3,637 Verified Buyers
F,dresses,,U&F,Floral Print Maxi Shirt Dress,Rs. 730,(Rs. 969 OFF),https://www.myntra.com/dresses/uf/uf-maroon--olive-green-floral-print-maxi-shirt-dress/11099538/buy,4.4,8.7k Verified Buyers
F,dresses,,SASSAFRAS,Solid Maxi Dress,Rs. 988,(Rs. 1311 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-green-solid-tiered-maxi-dress/12288146/buy,3.8,8.4k Verified Buyers
F,dresses,,Ishin,Self Design Fit and Flare Dress,Rs. 2172,(Rs. 977 OFF),https://www.myntra.com/dresses/ishin/ishin-women-off-white-self-design-fit-and-flare-dress/13901756/buy,4.4,2.3k Verified Buyers
F,dresses,,SASSAFRAS,Off-Shoulder Maxi Tiered Dress,Rs. 988,(Rs. 1311 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-black-solid-semi-sheer-off-shoulder-maxi-tiered-dress/12288048/buy,4.1,419 Verified Buyers
F,dresses,,Sangria,Women Printed Cotton Dress,Rs. 749,(Rs. 750 OFF),https://www.myntra.com/dresses/sangria/sangria-women-grey--white-geometric-printed-cotton-fit-and-flare-dress/13437248/buy,4.4,2.4k Verified Buyers
F,dresses,,Nautica,Floral A-Line Midi Dress,Rs. 2700,(Rs. 900 OFF),https://www.myntra.com/dresses/nautica/nautica-magenta--white-floral-print-a-line-midi-dress-with-tie-up-feature/14013800/buy,4.4,784 Verified Buyers
F,dresses,,FASHOR,Women Bandhani Maxi Dress,Rs. 1739,(Rs. 1960 OFF),https://www.myntra.com/dresses/fashor/fashor-women-red--yellow-bandhani-printed-georgette-maxi-dress/15421192/buy,,
F,dresses,,SASSAFRAS,Women Printed Maxi Dress,Rs. 854,(Rs. 1045 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-off-white--green-printed-maxi-dress/8643281/buy,4,10 Verified Buyers
F,dresses,,Athena,Plum Lantern Sleeve Wrap Dress,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/dresses/athena/athena-dramatic-entrance-lantern-sleeve-wrap-dress-in-plum/11024474/buy,4.4,4k Verified Buyers
F,dresses,,Harpa,Printed A-Line Dress,Rs. 967,(Rs. 1232 OFF),https://www.myntra.com/dresses/harpa/harpa-women-pink-printed-a-line-dress/12664808/buy,4.5,5.9k Verified Buyers
F,dresses,,Slenor,Printed A-Line Dress,Rs. 824,(Rs. 1675 OFF),https://www.myntra.com/dresses/slenor/slenor-women-brown--black-printed-a-line-dress-with-puff-sleeves/13995574/buy,4.3,784 Verified Buyers
F,dresses,,SASSAFRAS,Women Solid Maxi Dress,Rs. 1074,(Rs. 1425 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-dusty-pink-maxi-dress/10308653/buy,4.4,214 Verified Buyers
F,dresses,,Calvin Klein Jeans,Jumper Dress with Side Taping,,0,https://www.myntra.com/dresses/calvin-klein-jeans/calvin-klein-jeans-black-jumper-dress-with-side-taping/14779654/buy,4.4,6.7k Verified Buyers
F,dresses,,Athena,Floral Printed Maxi Dress,Rs. 1374,(Rs. 1125 OFF),https://www.myntra.com/dresses/athena/athena-women-grey--black-floral-printed-maxi-dress/12049978/buy,,
F,dresses,,SASSAFRAS,Women Ikat Print Shirt Dress,Rs. 815,(Rs. 884 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-black--beige-ikat-print-shirt-dress/10691426/buy,4.2,922 Verified Buyers
F,dresses,,20Dresses,Solid Maxi Dress,Rs. 2096,(Rs. 899 OFF),https://www.myntra.com/dresses/20dresses/20dresses-women-rust-red-solid-maxi-dress/13005560/buy,4.5,2.6k Verified Buyers
F,dresses,,Harpa,Women Floral Print Fit and Flare Dress,Rs. 747,(Rs. 952 OFF),https://www.myntra.com/dresses/harpa/harpa-women-black-floral-print-fit-and-flare-dress/6767278/buy,4.3,145 Verified Buyers
F,dresses,,SASSAFRAS,Women Floral Empire Dress,Rs. 863,(Rs. 936 OFF),https://www.myntra.com/dresses/sassafras/sassafras-women-blue--off-white-floral-print-empire-dress/11364402/buy,4.2,1.9k Verified Buyers
F,dresses,,Nautica,Cotton Striped T-shirt Dress,Rs. 2640,(20% OFF),https://www.myntra.com/dresses/nautica/nautica-navy-blue--red-pure-cotton-striped-t-shirt-dress/14013790/buy,4.3,3.6k Verified Buyers
F,dresses,,20Dresses,Floral Print Tiered Maxi Dress,Rs. 1396,(Rs. 599 OFF),https://www.myntra.com/dresses/20dresses/20dresses-women-black--off-white-floral-print-high-slit-tiered-maxi-dress/11844032/buy,4.7,7 Verified Buyers
