gender,category,image,brand,description,price,rating,reviews
F,lehenga-choli,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12187002/2020/8/14/7615076b-5baf-4b1d-b55f-8032e159b1911597384542940KurtaSetsZIYAAWomenKurtaSetsZIYAAWomenKurtaSetsZIYAAWomenKur1.jpg",Biba,Ready to Wear Lehenga & Blouse with Dupatta,Rs. 2025,4.4,1315
F,lehenga-choli,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11042204/2019/11/30/91db1467-ba23-4786-bdbe-d928e35e56ce1575120475558-Chhabra-555-Crop-Top-lehenga-Set-with-Cape-Style-tassled-blo-1.jpg",Chhabra 555,Made to Measure Lehenga Choli,Rs. 4522,3.1,2924
F,lehenga-choli,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14357506/2021/6/24/8628ca44-c226-4438-a8d7-c81692f21e251624527305588-EthnoVogue-Yellow-Sequinned-Made-to-Measure-Lehenga--3741624-1.jpg",EthnoVogue,Made to Measure Lehenga,Rs. 3567,3.5,7363
F,lehenga-choli,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13830464/2021/8/3/2e1e1ed9-3088-434b-8b65-bc9f84c86ece1627975556849-Sangria-Navy-Blue--White-Embroidered-Thread-Work-Ready-to-We-1.jpg",Sangria,Ready to Wear Lehenga & Choli,Rs. 1799,4.8,3949
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7538227/2021/2/11/6dc331e3-5f6a-4d4d-b0fa-6fc796c271061613030697290TaaviWomenBlackBlockPrintLegacySustainableDupatta1.jpg",Taavi,Block Print Legacy Sustainable Pure Cotton Dupatta,Rs. 549,3.5,476
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/13/9ee012a6-8d46-4b19-b4ce-eb8ea1dfed871570906366741-1.jpg",mf,Dupatta,Rs. 524,3.8,6786
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8418049/2021/2/10/762d41e4-0aec-4342-9a20-a3f08c1c1e8f1612938510264-W-Golden-Sequinned-Border-Dupatta-4451612938509556-1.jpg",W,Sequinned Border Dupatta,Rs. 599,3.8,4743
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12460802/2020/10/14/aa416a16-c66c-4012-ba62-f1da9a7e74f31602650875406KurtaSetsBibaWomenKurtaSetsBibaWomenKurtaSetsBibaWomenKurtaS1.jpg",Biba,Self-Striped Tasselled Dupatta,Rs. 359,3.8,11836
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1518329/2016/9/15/11473919199343-Dupatta-Bazaar-Women-Dupatta-791473919199265-1.jpg",Dupatta Bazaar,Embroidered Chiffon Dupatta,Rs. 485,3.5,6037
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13078278/2020/12/18/dc296a54-224b-4596-89a4-5498d0626d3e1608291940855-W-Green-Chiffon-Drape-3071608291939714-1.jpg",W,Printed Dupatta,Rs. 499,4.9,10463
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12643592/2020/10/27/49063b9c-76cd-4476-931c-907221b050ff1603786105847LeggingsBibaWomenChuridarBibaWomenKurtaSetsBibaWomenKurtaSet1.jpg",Biba,Solid Cotton Dupatta,Rs. 329,3.8,10233
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12643552/2020/10/27/11fb4f05-f27d-474d-ad62-da3a0506b7951603786107734LeggingsBibaWomenChuridarBibaWomenKurtaSetsBibaWomenKurtaSet1.jpg",Biba,Printed Crinkled Cotton Dupatta,Rs. 539,3.1,7898
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/4/0a9f8e76-ecdc-4406-b558-9116c87639f91604455692664-1.jpg",Dupatta Bazaar,Solid Dupatta,Rs. 399,5.0,2767
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/6/19/9084a1a9-0b3d-4947-93fa-cd6fdc67ee181624094593123-1.jpg",Ira Soleil,Dupatta with Zari,Rs. 224,4.3,6138
F,dupatta-shawl,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10375033/2019/8/14/e0a60c35-3c32-446b-89eb-fe37141948471565786927902-Taavi-Women-Dupatta-5861565786927087-1.jpg",Taavi,Indigo HandBlock Print Sustainable Pure Cotton Dupatta,Rs. 699,4.1,8409
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12178118/2020/9/15/53e990ae-8a46-46c3-8c88-94792a1376dd1600148880483-Roadster-Women-Jackets-1651600148878081-1.jpg",Roadster,Solid Denim Jacket,Rs. 879,3.5,6583
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14326656/2021/6/22/b88843ad-8138-4460-a048-a9277a9843821624333267388-ADIDAS-Women-Jackets-2921624333266748-1.jpg",ADIDAS,3 Stripes TJ Training Jacket,Rs. 2249,3.7,137
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4923956/2018/11/5/e76ec1bc-1b2d-49d0-9da2-887dae6c797b1541392496192-HRX-by-Hrithik-Roshan-Women-Black-Solid-Sporty-Jacket-537154-1.jpg",HRX by Hrithik Roshan,Women Solid Sporty Jacket,Rs. 1209,4.5,4865
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12221916/2020/8/12/46057709-75bf-4465-9da0-0fd96e4c76391597221845119-SASSAFRAS-Women-Black-Solid-Denim-Jacket-5011597221842833-1.jpg",SASSAFRAS,Fringed Hem Denim Jacket,Rs. 845,4.8,7993
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12178126/2020/9/15/eabb703a-eb23-4142-8d01-afc86874e8051600157050697-Roadster-Women-Jackets-1321600157048335-1.jpg",Roadster,Solid Denim Jacket,Rs. 879,3.9,5873
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11953294/2020/10/16/ec8cc0f1-f6e2-4950-b510-df6b4d001fa81602823738739-HRX-by-Hrithik-Roshan-Women-Jackets-5881602823737156-1.jpg",HRX by Hrithik Roshan,Training Rapid-Dry Jacket,Rs. 1319,3.4,990
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14779674/2021/8/6/e4a1ec5d-16c9-45e1-ac89-713b373526db1628245116782-Calvin-Klein-Jeans-Women-Jackets-4751628245115960-1.jpg",Calvin Klein Jeans,Tailored Jacket,,3.9,11845
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14326658/2021/6/22/8a4dc400-d662-47df-8692-eb2f9c0c82cd1624333277414-ADIDAS-Women-Jackets-4501624333276736-1.jpg",ADIDAS,LIN FT FZ HD Hooded Jacket,Rs. 1959,4.3,848
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7371459/2018/11/12/d1aa5493-4712-494f-811f-076f5c07c37a1542003264270-HERENOW-Women-Jackets-9411542003263206-1.jpg",HERE&NOW,Women Solid Denim Jacket,Rs. 1499,3.1,12488
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/9/9b91988c-2603-4d41-88e9-a873b85569e41602194573342-1.jpg",Hangup,Printed Tailored Jacket,Rs. 899,3.0,5740
F,women-jackets,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6983786/2018/8/29/ec48f496-bd46-460c-a54e-066334f5979c1535541532987-Mast--Harbour-Women-White-Solid-Bomber-691535541532164-1.jpg",Mast & Harbour,Women Solid Bomber,,3.7,6489
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12595594/2020/10/15/b6e22b58-3450-468f-afeb-3218b6ce7acb1602737925709SareemallNavyBluePolyChiffonSolidEthnicPartywearSareewithMat1.jpg",Antheaa,Floral Print Fit & Flare Dress,Rs. 1278,3.6,8160
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10842022/2019/11/6/a373d08e-a2fb-4cbf-9a19-dd9679ea0c181573032453223-Libas-Women-Dresses-7681573032451400-1.jpg",Libas,Women Embroidered A-Line Dress,Rs. 1033,4.0,10401
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10856160/2019/11/5/f0172470-408a-4b8b-a1e5-045bd98a5f8b1572938035104-SASSAFRAS-Women-Dresses-9581572938032856-1.jpg",SASSAFRAS,Women Printed Wrap Dress,Rs. 1079,3.1,7655
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/9/16/25f5b6a7-ce25-4e66-8a61-3aa2037b6c741600207614629-1.jpg",Harpa,Floral Printed A-Line Dress,Rs. 849,4.7,9821
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13719160/2021/3/5/b04a5dc0-9beb-4490-ae2c-f0f9654ded1c1614925067822-Athena-Fuchsia-Pink-dress-with-Power-shoulderS--Tulip-Bottom-1.jpg",Athena,Power Shoulders Tulip Hem Wrap Dress,Rs. 1099,3.3,505
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11364418/2020/1/28/8e31363f-8ac5-4669-9aa8-114d502d7be61580207577109-SASSAFRAS-Women-Maroon-Solid-Tiered-Maxi-Dress-3781580207574-1.jpg",SASSAFRAS,Women Solid Tiered Maxi Dress,Rs. 813,3.9,6445
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13719124/2021/3/4/83636603-be5e-46a7-8071-58b828b858ef1614838465712-Athena-Purple-dress-with-Power-shoulderS--Tulip-Bottom-89016-1.jpg",Athena,Puff Sleeves Wrap Dress,Rs. 1099,3.7,8249
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13435636/2021/1/22/f6914028-82fa-4187-90a4-1867d8eac3a11611296894583IndoEraGreenEmbroideredkurtaPalazzowithDupattaSetsDressesDee1.jpg",Deewa,Ethnic Printed Maxi Dress,Rs. 742,3.8,8047
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13883810/2021/4/20/664cb464-d76a-4576-aae0-18db3be2be491618914715968LavenderFloralPrintedSweetheartNeckDress1.jpg",MELOSO,Printed A-Line Dress,Rs. 849,3.3,10564
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/6/e730759b-0f29-4928-bb36-eed02689b7ef1601935513476-1.jpg",Harpa,Printed A-Line Dress,Rs. 999,4.8,9810
F,dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5803872/2018/5/10/e36d964f-da74-4c07-acd4-b5cb81d6ee021525933565797-na-9581525933565562-1.jpg",RARE,Women Printed Fit and Flare Dress,Rs. 859,4.8,10185
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/15/0ed2afd4-a106-4972-9499-111c95fcc15c1602713909748-1.jpg",KASSUALLY,Printed Basic Jumpsuit,Rs. 989,4.9,4162
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13584804/2021/9/3/81dc906f-7aff-4008-a938-dfac7d73e5741630654823220-MH-Easy-Women-Clothing-Set-9241630654822476-1.jpg",M&H Easy,Printed Two-Piece Set,Rs. 1019,3.8,1708
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7114908/2018/8/9/6b6ba116-b104-4401-9fd0-7616273d29751533796834807-na-3661533796834385-1.jpg",RARE,Checked Culotte Jumpsuit,Rs. 839,4.9,921
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/4/32f4dd36-5c5a-4bff-aedc-88816ee996b81583274664904-1.jpg",Athena,Solid Basic Jumpsuit,Rs. 1199,3.1,3369
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/14/665a8e27-9dd3-4a10-854f-2b81edb4b1bc1610610593838-1.jpg",Cutiekins,Girls Printed Capri Jumpsuit,Rs. 599,4.6,8051
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/12/287c3c9a-1fcb-4853-9c84-87044e98998d1613074508112-1.jpg",THREAD MUSTER,Solid Basic Jumpsuit,Rs. 989,4.1,11050
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10308671/2019/7/29/4276e20b-9a87-489e-9c49-95b67dc0b6c81564383574672-SASSAFRAS-Women-Jumpsuit-251564383573404-1.jpg",SASSAFRAS,Solid Basic Jumpsuit,Rs. 674,3.9,8903
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/26/3726882e-ea1a-4f70-a0dd-bb291777c9501616760946791-1.jpg",StyleStone,Denim Culotte Jumpsuit,Rs. 899,3.3,6048
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14855558/2021/7/30/6e67f047-8756-4fd7-8c9b-2e4df1d01fc61627635514307JumpsuitCottinfabWomenJumpsuitCottinfabWomenJumpsuitCottinfa1.jpg",Cottinfab,Cotton Capri Jumpsuit,Rs. 835,3.3,6258
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13321260/2021/3/18/95d2558a-cfab-4e5e-8931-d4b6bfd540041616072123022-Sangria-Women-Jumpsuit-3801616072122199-1.jpg",Sangria,Basic Jumpsuit with Belt,Rs. 1154,4.7,1767
F,jumpsuits,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10771696/2019/10/17/de028239-990e-4605-88d2-6d41dfcc82a01571297891483-QUIERO-Women-Jumpsuit-2751571297889603-1.jpg",QUIERO,Women Wrap Detail Jumpsuit,Rs. 1331,3.5,2460
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13719116/2021/3/3/90d0980a-8b39-48bd-9bf9-a67beb14a9741614753528611-Athena-Fuchsia-Pink-top-with-power-shoulder-sleeve-detail-22-1.jpg",Athena,Power Shoulders Top,Rs. 714,4.2,2902
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/27/c3f87e02-333b-4008-aa5c-3bb5d3fc658a1611743836816-1.jpg",Harpa,Solid Top,Rs. 699,3.4,461
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/6/19/09be1fd5-fccf-4f44-8f6d-e528171e442c1624104484292-1.jpg",Cation,Sweetheart Neck Fitted Top,Rs. 545,3.5,2034
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13719118/2021/3/3/d7568371-96e2-4588-b0b2-fa7f3a2d6edb1614752823080-Athena-Turquoise-Blue-top-with-power-shoulder-sleeve-detail--1.jpg",Athena,Power Shoulders Top,Rs. 714,3.3,11208
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5965271/2018/5/16/163f23bf-fdd2-4965-a8e0-b1afe572fbba1526460475925-nA-3871526460475766-1.jpg",QUIERO,Solid A-Line Top,Rs. 713,4.9,10968
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1753481/2018/7/24/e8a0c271-3961-4c09-922b-9037973dcccd1532415358320-Roadster-Women-Maroon-Solid-Top-8331532415358148-1.jpg",Roadster,Solid Pure Cotton Top,Rs. 389,4.1,1250
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14013744/2021/8/12/3393d9af-c084-4603-afeb-a381774581481628763747855-Nautica-Women-Tops-6311628763747371-1.jpg",Nautica,Solid Pure Cotton Top,Rs. 1260,4.6,8429
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13740088/2021/4/9/c0603df9-3e3e-48f7-9c63-09bb21f804eb1617952533221-Sera-Printed-Tops-6921617952532561-1.jpg",Sera,Floral Printed Puff Sleeves Chiffon Top Blouson,Rs. 778,4.4,7964
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/3/bc8dc9ca-33a6-434f-8d3a-c069e629a6d11612357352097-1.jpg",Harpa,Self Design Top,Rs. 649,4.0,6845
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/10/c5a07d74-2196-4fc1-989d-cd13348b5ecb1618032758415-1.jpg",Athena,Floral Printed Puff Sleeves Georgette Top Regular,Rs. 944,3.4,5398
F,tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11679908/2020/5/25/8046704c-bff4-45bc-bf0f-5d438724b7b81590424372490CottinfabWomensBrownPleatedTrouserTopsCarltonLondonWomenTops1.jpg",Carlton London,Victorian Crop Fitted Top,Rs. 695,3.1,10529
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13000414/2020/12/3/4b6ac67e-3089-450c-83e4-f0362b930af91606971728255-SASSAFRAS-Women-Jeans-7971606971722019-1.jpg",SASSAFRAS,Women Jogger Jeans,Rs. 839,3.9,7421
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7782711/2018/11/15/169555eb-2701-4f6d-a2e5-058197f283961542266328927-na-3971542266328731-1.jpg",Tokyo Talkies,Women Super Skinny Fit Jeans,Rs. 816,3.1,2528
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12867304/2021/3/4/85582e0a-e8c3-4cef-bc12-8dc0524ab90f1614851381106-all-about-you-Women-Blue-Straight-Fit-High-Rise-Clean-Look-S-1.jpg",all about you,Women Straight Fit Jeans,Rs. 1199,3.4,8820
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4451395/2018/6/7/9ad2a94a-4ea4-4939-884a-7984035ff0541528361207132-Roadster-Women-Black-Regular-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-3671528361206868-1.jpg",Roadster,Women Mid-Rise Skinny Jeans,Rs. 1019,3.8,8047
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/9/a0f83a9b-9d1e-45dc-a737-887c0927d56b1602197396431-1.jpg",STREET 9,Women Flared Jeans,Rs. 1299,4.4,7546
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13843216/2021/3/31/77660414-a95f-46df-954a-52c35ef0804e1617193170525-SASSAFRAS-Women-Navy-Blue-Relaxed-Fit-Cotton-High-Rise-Clean-1.jpg",SASSAFRAS,Women Relaxed Fit Jeans,Rs. 1033,4.3,9886
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2018/12/4/c0fa8606-a244-48e0-a360-401956a9cbba1543924444628-1.jpg",Miss Chase,Women Skinny Fit Jeans,Rs. 974,4.1,9651
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10604484/2019/9/13/6ab71496-74d6-4258-9310-a34c75f7be441568374869936-SASSAFRAS-Women-Jeans-2881568374868311-1.jpg",SASSAFRAS,Women Straight Cropped Jeans,Rs. 816,4.9,3500
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12931054/2020/11/12/d5d1737f-e0dc-4fc9-8116-2d1011fd400b1605182744790TopsDOROTHYPERKINSWomenSweatersDOROTHYPERKINSWomenTrousersDO1.jpg",DOROTHY PERKINS,Women Alex Skinny Fit Jeans,Rs. 1495,3.8,4646
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7289168/2018/9/6/ddd46974-951a-4877-81f1-3126d61ef2e51536224447671-HSWFPR11826-2781536224447515-1.jpg",High Star,Women Slim Fit Jeans,Rs. 896,4.4,8168
F,women-jeans,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13315030/2021/8/4/764680c3-4da8-4c71-93c6-eef6564f58431628056514880-Roadster-Women-Jeans-6221628056514369-4.jpg",Roadster,Women High-Rise Jeans,Rs. 1999,3.3,5668
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11941182/2020/6/29/85066d28-9bd9-480b-bf93-da11aabf0fe61593421964159OrchidBluesWomenBlackLooseFitSolidJoggers1.jpg",Orchid Blues,Women Loose Fit Joggers,Rs. 584,4.5,479
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11054006/2020/2/19/f58e41b6-0916-4d62-afad-3d7c0bd6645c1582106729564-Jaipur-Kurti-Women-White-Regular-Fit-Solid-Regular-Cropped-T-1.jpg",Jaipur Kurti,Women Regular Cropped Trousers,Rs. 631,4.0,9489
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10856380/2019/11/4/75144bc0-bf24-4c84-9ec4-04a00fc612ee1572850912164-SASSAFRAS-Women-Trousers-7361572850910666-1.jpg",SASSAFRAS,Women Regular Fit Trousers,Rs. 704,3.7,3006
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6993400/2018/7/30/b3d5f951-1149-4217-81a9-f50cb646fa3f1532928738800-PANIT-Women-Trousers-6611532928738642-1.jpg",PANIT,Women Regular Fit Peg Trousers,Rs. 424,3.2,6098
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15295886/2021/8/30/6f1ce374-5e66-4f53-adca-c018c55263691630296100607Crease-legtrousers1.jpg",H&M,Women Crease-Leg trousers,,4.8,1653
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12222016/2020/8/12/04b7ea76-2507-4a35-9a82-b781642a9d871597226362725-SASSAFRAS-Women-Yellow--Blue-Regular-Fit-Printed-Joggers-735-1.jpg",SASSAFRAS,Women Regular Fit Dyed Joggers,Rs. 839,3.8,3432
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6532594/2019/9/9/d979d938-7a2f-4d5c-83a2-64c4c49f28731568032040543-SASSAFRAS-Women-Blue-Solid-Denim-Parallel-Trousers-571156803-1.jpg",SASSAFRAS,Women Denim Parallel Trousers,Rs. 839,3.0,11043
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14947504/2021/7/27/aecaae16-1692-4719-9541-0fed433aa1dc1627366246770Widetwilltrousers1.jpg",H&M,Women Wide Twill Trousers,,3.8,11137
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11941196/2020/6/29/c30c4a18-101a-4b5b-9292-82aad8a39d181593421916427OrchidBluesWomenOliveGreenLooseFitSolidJoggers1.jpg",Orchid Blues,Women Loose Fit Joggers,Rs. 584,4.2,7114
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15136562/2021/8/13/e8136104-01ab-4ebb-8bff-5f797e50a4721628846099600Trousers1.jpg",Tokyo Talkies,Women Tapered Fit Trousers,Rs. 671,3.8,7633
F,women-trousers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1688043/2019/5/22/255bf9f5-f5aa-463a-bfec-284b909e96561558519949079-SASSAFRAS-Women-Black-Solid-Smart-Fit-Flat-Front-Trousers-53-1.jpg",SASSAFRAS,Women Solid Parallel Trousers,Rs. 629,4.9,9938
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7393506/2020/10/10/9a490a45-d7fb-4f17-a7f8-df2e6c40b0881602269372163TaaviWomenBlackMaroonKalamkariHandBlockPrintEthnicSustainabl1.jpg",Taavi,Kalamkari Print Ethnic Sustainable Pure Cotton Skirt,Rs. 949,4.9,3112
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11144058/2020/1/16/d020bd95-de74-44c5-9c9d-8d03e187ac561579164567735-Mast--Harbour-Women-Black--White-Printed-A-Line-Skirt-211579-1.jpg",Mast & Harbour,Women Printed A-Line Skirt,Rs. 1019,3.5,5133
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1294879/2016/4/6/11459942588510-Purple-Feather-Black-Pencil-Skirt-6751459942587971-1.jpg",Purple Feather,Women Pencil Skirt,Rs. 479,3.6,5962
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11489694/2020/6/11/60c610e3-752a-4251-8670-9360be4397981591857420896-Roadster-Women-Shorts-4671591857419369-4.jpg",Roadster,Women Regular Fit Denim Shorts,Rs. 699,3.5,7345
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/10/e3b17520-1168-46c7-98b4-c3fd3d18a7f01568064368835-1.jpg",Zastraa,Women Loose Fit Regular Shorts,Rs. 689,4.3,711
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/7/15422b8f-ed93-4246-b9ef-92fa8c6e87011565154946076-1.jpg",Berrylush,Ruffles Illusion Pant Skirt,Rs. 798,4.6,6497
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10604550/2019/11/7/a7f38c5e-d739-4b72-ac59-6e2aad5839521573108004268-SASSAFRAS-Women-Black-Solid-Midi-Wrap-Skirt-8911573108002687-1.jpg",SASSAFRAS,Women Solid Midi Wrap Skirt,Rs. 751,3.9,2610
