productid,title,subtitle,price,description,avg rating,no of ratings,style,sleeve,color,print,fit,material,similar
1,HRX by Hrithik Roshan,Men Teal Blue Printed T-shirt,454,This season set a sporty fashion trend with the HRX Men's Athleisure T-shirt. This striped casual T-shirt can be worn on its own or layered under a jacket or a hoodie.,4.3,18600,Round Neck,Short Sleeves,Teal,Geometric,Regular,100% cotton Machine-wash,2
