heading,author,datetime,below_title_summary,img,description,img2,description2,img3,description3,celebrity,price,occasion
Kiara Advani's smocked dress is all the rage in sage,PRIYAM GOEL,"SEP 16, 2021 | 16:44:51 IST","The ultimate blend of femininity and nonchalance, Kiara Advani's maxi dress is proof that nothing beats a classic smock",https://media.vogue.in/wp-content/uploads/2021/09/Kiara-ft-Image-1920x1080.jpg,A smock sings femininity through and through. Infuse that in a broderie anglaise maxi and you've got yourself an eye-catching number. Kiara Advani is an expert at making fashion statements with her montage of relaxed uniforms and the actor did not disappoint with her recent choice of ensemble she was spotted outside the office of Dharma Productions in a sage green maxi dress with a smocked bodice. Read to get the deets on her outfit.,https://author.vogue.in/wp-content/uploads/2021/09/Kiara-Content-Image.jpg,"With monsoon being at its peak in Mumbai, a relaxed breezy outfit aligns perfectly with the weather. If your aesthetic is unfussy elegance, a maxi dress like Advani's would make a wonderful addition to your wardrobe. The actors dress with its smocked bodice balances sophistication and breeziness. What's more, her multi-tiered skirt with broderie anglaise detail adds a playful touch of romance. The ever-trendy smock lends your ensemble femininity without taking away breathing space (think painful corsets!). For a pared down off-duty look, choose an earthy hue like Advani does here.",https://media.vogue.in/wp-content/uploads/2021/09/Kiara-Advani-second-content-image-final.jpg,"Kiara Advani accessorized her outfit with a powder blue Gucci Diana tote bag featuring a metallic handle and orange straps. The pop of bright colour helped add a contrasting element to an otherwise soft ensemble. With the end of summer approaching, we think it�s time you embraced this romantic, lightweight and breezy aesthetic. Scroll through for similar options.",KIARA ADVANI,"RS 5,000-10,000",BRUNCH
