,Brand,Description,Reviews,Discount,Category,Rating,Links,Product URL,Price
121,Jack & Jones,Men's Regular Casual Shirt,26,"Save ₹1,620 (54%)",Jeans,4.117538677335093,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
122,FITINC,Men Tunic Shirt,"2,988",Save ₹514 (40%),Jeans,4.55141395150236,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
123,M. R. Fashion,Men's Regular Shirt,802,Save ₹800 (53%),Jeans,4.616560244010763,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
124,Ben Martin,Men's Regular Shirt,41,"Save ₹1,850 (74%)",Jeans,4.5209493146771305,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
125,Levi's,"Cotton Men's Casual Kurta (40, Yellow)",4,"Save ₹1,350 (50%)",Jeans,4.515044962626477,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
126,Levi's,Great White Half Sleeves Shirt(White),50,"Save ₹1,662 (54%)",Jeans,3.933422777552006,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
127,Arrow Sports,Men's Solid Slim Fit Casual Shirt,2,"Save ₹1,040 (45%)",Jeans,4.025580644302323,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
128,Jack & Jones,Men's Slim Shirt,3,"Save ₹1,910 (58%)",Jeans,3.0488110588825306,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
129,Urbano Plus,Men's Slim fit Casual Shirt,48,"Save ₹1,100 (58%)",Jeans,3.590491584490919,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
130,VERSATYL,Blue Checked Regular Fit Casual Shirt,3,Save ₹650 (33%),Jeans,4.392756677723826,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
131,Lee,Men's Slim Fit Casual Shirt,32,Save ₹697 (35%),Jeans,3.420497419657556,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
132,Red Tape,Men's Regular Casual Shirt,16,"Save ₹3,290 (70%)",Jeans,3.432756821446082,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
133,Jack & Jones,Pure Cotton Curved Hemline with Checkered Casual Shirt - for Men,4,"Save ₹1,910 (58%)",Jeans,4.043423763684959,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
134,Easies by Killer,Beige Men Shirt,3,"Save ₹2,211 (67%)",Jeans,4.006300755188004,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
135,KILLER,Men's Slim Button Down Shirt,77,"Save ₹1,925 (62%)",Jeans,3.1239996566369896,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
136,US Polo Association,Men's Regular fit Casual Shirt,6,"Save ₹1,959 (58%)",Jeans,4.721570193441277,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
137,Urbano Plus,Men's Plain Slim Fit Casual Shirt,267,Save ₹920 (58%),Jeans,3.6940733935328236,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
138,Jack & Jones,Men's Cotton Blend Full Sleeve Shirt | Stylish Printed Casual Wear Shirt for Mens,5,"Save ₹1,910 (58%)",Jeans,3.516558484140335,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
139,BUFFALO,Men's Art Silk Blend A-Line Tunic Shirt (SK412_Pista Green_L),2,"Save ₹1,495 (65%)",Jeans,3.5702788719322314,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
140,RAGZO,Men's Regular Fit Casual Check Shirts Cotton Full Sleeves (Check Shirt for Men),1,Save ₹700 (47%),Jeans,4.317930796284601,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
141,Ben Martin,Men's Regular Casual Shirt,8,"Save ₹3,670 (73%)",Jeans,4.788076511915177,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
142,spykar,Men's Solid Regular Fit Casual Shirt,6,"Save ₹1,520 (52%)",Jeans,3.8420571548408105,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
143,Allen Solly,Men's Regular Casual Shirt,5,Save ₹910 (46%),Jeans,4.352068554780621,https://m.media-amazon.com/images/I/61GazuoFcMS._AC_UL320_.jpg,https://www.amazon.in/Spykar-Casual-Skinny-Jeans-EASS-DEV-235_Dk-Blue_34/dp/B08HZG13VL/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354953&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B08HZG13VL%2CB0979DYVRB%2CB098LJQ1C8%2CB08THS1JWY%2CB0969GNT58%2CB07CW2742N%2CB097N5YZ17%2CB09B3YS34Z%2CB07ZZ4P7PH%2CB07RPYWJF7%2CB082S2S5RK%2CB07R1WF2JT%2CB08PSN7GBD%2CB097MRLV7C%2CB09CH3XB31%2CB07CWT25L8%2CB07VFCRFYL%2CB094VY8VMV%2CB079C2LK2C%2CB07XB1NS2Y,839
